Id,CA150_0h,CUGBP_0h,ESRP1_0h,FBP11_0h,MAGOH_0h,NOVA1_0h,PRP8_0h,PSF_0h,PTB_0h,RAVER1_0h,RBM17_0h,RBM22_0h,RBM3_0h,RBM45_0h,SAM68TV1_0h,SC35_0h,sf3btv1_0h,SF3BTV2_0h,SKIP_0h,SND1_0h,SRM160_0h,SRSF1_0h,SRSF10_0h,SRSF3_0h,SRSF4_0h,SRSF5_0h,SRSF6_0h,SRSF9_0h,TIA1_0h,TRA2A_0h,TRA2B_0h,U11_0h,U12_0h,U2_0h,U2AF1_0h,U2AF2_0h,U4_0h,U4ATAC_0h,U5_0h,U6_0h,U6ATAC_0h,Diabetes
363,55230423.44,7779473.687,237399.5456,39892668.82,4317240.028,674535.5745,82072658.88,218637.2757,2381618691,11594651.42,26303023.31,33991825.74,42473208.77,7364270.37,1635189.503,3860782.765,7030192.397,63004438.13,3702.73297,44158343.53,37259686.26,43045.71492,46610850.25,142351890.8,25450473.85,186594115.7,10502656.35,73573030.94,32411170.25,47841100.45,53055501.95,172461618,59260.6951,960602690.1,14813902.3,21274414.94,3301718268,,34316663.42,108764869.1,202773.3835,N
378,73705072.89,8122963.022,167409.0416,48429400.98,4647687.812,1116939.197,60035617.23,12700.1888,26324789.24,8849704.597,24038198.25,38501556.6,63094442.97,13562246.78,6156914.315,3671239.461,3905349.223,56578983.58,143344.1134,57669889.64,40044101.54,113611.2246,67813562.93,279367866,27752600.37,208049753.2,5398065.439,151507192.4,47083184.93,77371304.47,69759282.01,166637152.1,18760.39912,753632663.7,22627825.4,13727182.79,4747172889,976911.7219,38822666.49,68528631.25,1097686.676,N
449,32539981.2,7588049.872,296004.1985,32264957.55,1382918.632,1825249.891,78759857.82,334.09114,27176144.39,6189808.598,29083193.84,27609405.8,45065158.51,8332054.319,1667183.208,968801.3094,220594.4596,65734733.21,22145.49666,45217632.23,27079411.78,51970.12436,27770572.65,118952944,10568063.16,159255415.2,3072607.892,79947902.1,19521884.19,35381354.43,20311033.73,284579561.8,3832.88095,614719649.8,10306139.03,11595702.62,10046698289,828186.7751,21037805.6,100924761,2068624.85,N
520,47742976.68,4921841.833,228666.1034,38386201.52,3853541.559,283523.9984,75539187.73,11937.88596,22759180.2,9099217.542,20444579.36,35595905.99,44213182.03,8314450.835,5114619.922,4569066.565,3589592.739,45924023.83,164654.6317,31294991.17,27545322.1,63766.17344,68989071.63,265854588.8,19484235.64,108451826.5,5591542.864,135237885.5,33154044.19,66002839.81,64083260.9,87934620.39,4870.75589,625269740.9,16040637.08,12770038.08,3603530623,668753.8671,34867644.3,60252463.09,728574.4118,N
525,66280958.58,6402933.779,485908.8109,77558884.87,1072245.437,2656562.365,97026930.2,11880.05096,49384118.69,6871769.955,17615546.07,20026394.48,66484382.81,4284223.966,2645723.357,8784797.247,1006178.667,79315211.58,472381.7555,97492227.92,25601686.33,32105.6892,61231559.45,406057742.4,16022108.85,196638429.6,2366652.561,122618760.5,23734604.32,61857030.95,73732994.03,417900256.2,39243.86843,783475218.4,8543875.24,9908650.319,8235029158,2376193.57,3333383.869,12242823.75,248051.6501,N
587,122164601.1,10028893.47,364889.3285,110492445,3144075.121,74544.51643,103241094.1,2186.40137,72007233.52,8114857.842,61719642.64,83910309.3,192980139,14389070.48,6062875.226,10676399.58,643852.0831,128595466.2,116334.3623,153849347.7,32681448.57,162333.6039,97558280.03,1214155681,50570041.25,584362289,8344729.908,280693666.3,50123705.8,108273289.4,152283684.8,499981245.9,81890.88094,795665307.5,10949687.1,10465906.31,6862304985,1343205.639,5466620.236,7049095.858,106970.507,N
602,180517866.9,15197620.55,669024.8182,123479355.5,5371315.818,22833368.05,95274505.2,6585.11846,73677220.94,21518902.95,107737145.3,90382014.72,180506537.1,22195510.02,,,186620.2032,83730332.67,56029.46394,157134902.8,23940840.22,448769.3232,147489436.8,2133444651,98021907.79,970019512.9,24682656.97,578575277.7,95265276.93,120823544.2,214256253.2,799515761.2,627485.1845,135131123.7,25485098.68,13377945.1,9690843209,14458926.26,35949490.56,94567678.09,2182158.328,N
757,10507523.21,2795030.616,258605.1683,30499895.49,2356776.743,6451193.982,38049072.61,36109.42006,11054620.01,4412978.534,16729287.15,14659809.73,25987959.43,4137910.762,440801.3551,1255583.78,3656632.492,23896807.99,144187.738,23724408.43,17682553.33,27999.27993,19223037.53,64900760.79,7349544.3,79892364.25,3809225.103,54275234.89,11420065.07,14872002.83,22391796.22,86588628.87,23620.46951,302075160.4,8782621,9077949.724,2294403448,2293085.174,8886502.931,86440490.14,3935853.002,N
766,14057603.91,2286765.64,354670.8319,25012567.92,2447546.064,10816539.45,38102857.96,67329.02992,11234323.84,5764166.473,26719908.82,14948869.28,34811068.76,2771936.353,569801.3271,748609.4708,4758239.317,26437041.63,156460.099,21232610.38,13643392.64,61106.22739,27681975.12,70836672.68,8415773.845,102259109.3,5608386.589,70906769.73,7219266.441,27276907.08,25139569.7,79112714.78,37724.42959,1140996228,13235229.6,10499350.2,2393308536,2863662.845,18335886.94,91228271.85,4645420.259,N
778,16114016.12,3682331.193,224216.7148,23518217.25,3522586.482,4394069.237,31257503.99,17522.18964,13717954.89,5371998.237,25421930.74,13390928.88,29007292.29,4715355.217,649804.1492,774788.0083,1565837.139,22055805.71,25069.36866,19103833.56,17391436.25,11341.34514,22138023.04,84994020.43,11053315.43,112076615.3,4815488.024,56007795.75,13860377.5,19135807.03,26687241.24,60072943.82,13387.7296,75788328.55,11806459.99,10629992.9,2120885477,1128993.471,17326901.49,45262178.11,2411167.48,N
784,6107353.791,4207055.981,132898.3365,15928743.14,1607353.926,8738720.174,26332001.92,15104.27244,7617482.59,6262275.001,20063421.41,20909136.55,18713700.57,1278792.839,433314.0862,290404.3706,71073.24803,14573092.73,2893.58615,11519199.71,12783030.64,10906.67546,16629350.82,39675339.27,18529631.78,145063370.1,3772974.339,60227137.99,4659058.448,31941832.78,10237992.67,36860403.01,8141.74519,483614065.3,22396556.7,18428560.36,402823788,2944588.734,20860540.76,92379456.71,1896321.699,N
819,18736446.61,3679148.361,89824.15242,46267523.45,2966129.577,132964.0564,39994224.02,20752.44687,15022989.42,6886239.179,15806073.86,18254271.47,46398253.97,6815108.925,530537.7879,2566196.08,4928034.67,23374138.98,167056.3154,33867209.81,18328404.3,19929.75933,29357158.37,111612985.2,12671303.64,162828634.6,6202856.184,106443173.5,16716392.26,36814770.26,45478042.4,225948829.1,125832.9377,427440214.4,14622957.54,14953347.94,3415604726,1364169.597,19410587.82,101053480.4,4290148.043,N
843,17531564.61,4124994.384,218120.0882,33964317.68,3519308.338,3256367.353,43595057.94,268391.2445,14666008.78,6649764.604,18088269.27,18431676.37,27575746.3,4158481.707,836227.2944,1887686.792,5646186.379,36692973.02,327282.2532,26427008.01,19346823.76,20000.09608,28540889.79,78655702.04,12032539.47,139370793.5,7601969.914,65333402.81,14663719.04,25100331.86,30406106.73,75187361.58,52139.61752,150586310.6,13302757.88,12928308.54,1656537251,2199560.097,20061064.01,66476320.54,3171457.567,N
862,22615201.36,3638422.444,456329.5789,40274030.05,3553293.282,18013927.89,42828706.73,335491.7859,14950513.54,6319576.68,29515114.87,15108973.47,32480573.89,6281373.518,664068.9843,3746358.636,6605488.486,51272547.66,358322.2602,19983962.56,21913704.36,45835.4657,26686708.82,113923123.9,11004084.22,116750448,5062757.425,68046518.96,13798214.57,28295935.46,26018837.63,145575631.7,132685.886,554599922.6,12443347.06,9730087.906,2258851950,5742765.223,13495350.65,258103505.7,9882716.56,N
913,4654032.08,5805699.851,803555.8643,22448629.4,1032032.736,21566026.36,24267842.41,12214.08912,5185463.679,6617858.744,31830363.74,32743177.19,11935719.85,337529.2359,83736.43981,354094.2274,4110982.775,35421079.74,57304.3702,3513963.818,10726916.05,299644.9659,14003692.4,55194692.87,13801120.71,93570034.49,846162.4365,89082202.06,4530465.205,34905091.7,6636509.872,74903378.2,11917.13344,2090661791,27131714.08,11507065.11,11238698124,2189775.154,15326031.27,167398658.7,5621661.366,N
919,28999392.38,4610873.319,226291.5384,51323080.05,3546743.007,14998.19583,46513600.86,234410.1229,18582917.07,6358862.433,19677868.58,18356928.4,37786294.48,8555455.099,976298.484,3273312.585,5828054.282,48758323.03,363774.9701,30690149.76,25186594.23,113725.9549,26185729.65,78017883.63,15419559.11,100403033.4,4810535.509,75024261.21,19320916.81,31627548.02,24537847.61,67258335.95,34099.00182,962913653,9612496.126,11243488.37,3317161669,18447470.98,19739556.06,115003360.5,1689062.791,N
960,125541851.6,20301631.81,812841.2799,67712432.88,5617558.281,3059984.013,145561816,8698.20479,52757786.59,24117305.51,83577846.59,39718444.23,113403753.9,6971873.674,3502724.292,10705622.83,10095683.96,116517033.4,,88233785.94,72393802.86,97808.89499,103531221.4,307498422.7,34448905.28,521611554,4252761.835,158159754.3,32761907.26,51423456.44,51684630.84,342520591.3,417694.9073,176462771.1,26905571.99,55007406.17,13730381014,4525691.428,9615438.315,229215311.1,9429704.607,N
969,31156871.35,4920464.483,112270.8476,49693852.16,6129486.213,491558.6405,62554642.73,509661.2726,22989129.71,10021374.99,24490079.22,30820954.67,48166495.28,10399968.45,1838669.009,5937799.587,8514047.943,77630052.73,1065726.59,25338696.95,28567240.05,51527.69153,44378440.25,140374283.8,22901526.34,145083518.3,10476360.51,83474869.89,23814347.93,45975262.58,36375610.76,74384284.62,59407.40037,474692450.1,11674101.19,14612554.05,1516440534,4255296.11,27314832.13,139809027.9,4627083.643,N
1060,29020945.15,3602083.037,217819.468,46913822.5,4520402.406,2073071.746,48648811.71,138126.4542,17330755.69,7582239.36,20828536.36,22711503.08,48844859.97,7144760.551,986003.7899,2257381.106,6701545.276,52277872.04,304641.1094,22763242.24,25274300.29,43504.46386,32737227.47,131740158.2,14067214,137472207.9,8936976.661,69859449.49,21176448.12,44994364.67,33858874.81,188114382.9,252926.5241,468593756.5,10868173.41,11907031.51,2180414000,7836237.892,18441450.92,133775727.6,2498861.587,N
1066,158000286.7,28817254.89,1054307.458,85052443.85,6854011.224,1067584.715,160712668.7,177.69188,84863939.9,31184919.13,97153452.52,70496131.81,159757872.2,8086010.103,6211050.699,6166706.265,4722876.923,145580089.3,,197589733.4,87404126.12,76478.64883,110652743.2,625964523.3,41917345.13,798607331.3,7771714.02,291958965,65259459.02,57209285.6,82929565.24,549039212.8,812506.8751,74740390.5,39336629.82,73682491.46,14761983761,10033714.36,20860763.99,317453924.3,8955141.832,N
1070,25055011.29,3449822.793,237692.7507,41952938.79,5478727.427,349258.0506,50468948,510335.3668,16381590.95,8062977.265,17308298.34,,24502343.19,8069578.793,1271144.55,3501057.135,4659670.438,43892549.97,950086.779,35587260,22556964.32,95740.29247,36100631.62,138446471.4,13198126.9,134330114.5,9307435.261,69869662.08,21764423.5,37121851.14,37109305.24,279990199,284689.8632,1239350511,9011161.548,9648396.554,5458544284,4143157.416,26620892.1,161077206.5,2795520.028,N
1117,43975911.55,6898598.558,124192.5306,56331116.03,5634041.977,739729.0644,72507241.23,155897.4655,1996445544,9968613.011,27757505.75,28462959.45,52361018.62,8624160.613,1654024.064,6088996.039,7065108.051,56309245.98,5698.50248,40434744.04,29741029.83,32130.42797,39217314.26,133301075.6,20266669.95,137071592.6,7574881.345,92150383.9,28826271.81,65000314.4,60092463.3,113106233.6,1465234.637,293039356.2,13655238.46,14901300.14,2616880778,,21784929.62,73170776.48,145003.2787,N
1135,26608442.29,4519417.854,289608.3787,50880799.23,2808979.465,5149614.377,48236388.16,474267.9169,14617090.56,6073452.816,17858036.46,18772559.36,26601092.53,4409989.07,604300.3758,5289212.799,7450301.298,53919332.9,656346.2688,19908963.98,24461165.42,25183.93587,24580393.46,85633422.84,10458830.16,93962344.58,4677860.763,47722112.72,17010235.91,24817559.4,32096945.22,82430250.62,28718.1555,222935724.6,18304284.19,11981574.32,1819852625,1409538.771,21732502.67,100700075.1,4630119.722,N
1149,26481720.28,4863339.013,192651.3646,53672151.25,4677593.193,2226491.836,56640748.57,169459.9903,18698699.22,8553486.54,20715986.59,24709154.31,38770746.93,6122109.958,1068154.587,5210386.271,7094521.009,57809909.79,407034.1935,23683773.34,28009009.98,53024.00253,34908410.98,120907104.6,12975832.1,111748872.3,6895736.596,70916788.52,23199092.3,39174091.95,43813425.27,123502786.1,55101.80716,199484086,24012706.72,13019054.34,1722314740,3106969.786,23555154.96,93248911.97,2499573.108,N
1184,20386520.18,3290495.577,101706.5108,38531995.54,3655975.177,302957.7768,38136352.88,50299.76879,14294698.85,6277287.513,12197980.98,18660534.63,33084486.11,3219506.321,853322.8643,4347136.21,5356879.701,32256272.14,219840.4049,25967801.62,19072634.13,12711.20441,27071736.96,79308374.91,12292121.6,77684599.71,5712282.061,59456587.48,14303255.6,29681879.19,30459831.74,57642092.56,19632.49762,178641276.5,20902936.27,12247955.62,1195647772,2568742.788,20933987.16,50612995.71,995745.4609,N
1328,24383273.01,3893701.407,202473.3093,27313170,1338279.383,8113957.642,50068577.51,79893.47208,18004316.2,9491191.194,44875154.88,18859889.54,34617068.39,7783697.083,1161793.928,2751769.841,98407.43749,12395168.77,6134.19125,45227191.7,18034609.78,15116.59685,42960826.99,195410197.3,19680696.92,183714489.6,11206070.72,100583487.5,26467567.56,33876306.72,34292769.88,59376776.17,125808.404,276316267.1,17272386.63,21650821.15,2125503899,2820704.271,17549616.21,99782457.24,1666924.09,N
1441,26154921.59,4497050.618,129440.1056,47695575.51,8241660.139,103843.0123,65564537.33,1027624.96,18554863.13,11871682.58,18895573.73,29432029,53873699.23,8759602.701,1694955.237,6422848.292,12055950.1,37533993.79,1375442.399,37136401.52,36756430.17,46979.32589,31650116.94,161852669.1,18167257.89,183154806,11445042.16,106178337,24038213.83,45246503.09,80146019.86,177743515.8,457377.9384,360895270.3,17368659.61,15192572.48,1881358187,4599693.312,33426713.47,85260633.35,3258002.143,N
1454,22809035.15,4655161.851,83883.74755,42067094.83,4860589.335,440119.5416,57690166.63,98391.44371,1658787400,9434792.443,27780655.6,32126046.97,68488759.19,10571774.12,1509533.434,4257358.073,6433537.715,35886243.36,4600.4246,34937322.92,24475055.36,28778.46013,51037488.18,169968130,18673791.94,150988689.8,11452479.6,89519743.23,23518837.82,53192540.29,53425969.08,198257182.3,189523.8293,307084905.3,13801266.08,17462172.76,2050716215,,22919235.86,177113944.5,151021.8107,N
1459,25148804.63,1228571.22,1024872.264,41221115.87,5550461.853,14636366.31,13107236.96,1985252.535,9431912.953,4336630.119,71564612.2,14321347.02,26839511.62,11159665.48,919351.8905,3331359.031,17869510.74,53314585.61,3314264.71,15576734.5,13754091.8,973941.4622,36859198.48,226367583.3,9304199.842,129114352,3579055.616,57670599.2,22843188.03,40763838.54,39609664.8,330718244.8,50452.57451,1867817089,20656440.68,8551606.463,12035022434,3967873.878,13851378.74,287964189.3,5819736.227,N
1571,35599009.48,5226208.63,177276.6879,51111057.58,3962160.937,1074763.422,50345019.49,157522.3086,1740720164,9088704.606,21968106.58,27744934.64,32837141,7504824.636,1530990.975,3929990.798,7063551.221,39365945.47,2898.1983,44115619.69,26048551.71,35601.7684,37866485.05,126938892.7,16810794.98,134276749.1,6970055.388,101892402.6,22939020.08,54858804.19,55172356.51,104463724.8,30934.31211,514142082,11095039.39,10722079.34,2575186485,,22261557.11,38619115.27,40080.78228,N
1585,30740679.76,3510756.332,189853.7419,24081015.08,2674315.35,868617.8222,56060922.08,122305.199,1461515546,9181846.595,20625244.41,24549332.68,64981061.15,5041479.586,1278249.588,3215174.05,3782999.475,39959167.88,2313.09137,32866003.82,24554009.35,52712.18506,36698095.74,100763431.5,10848789.27,171742824.6,11294651.33,54357007.34,14613131.13,47633594.56,38487131.49,239188717.2,118111.0496,246549603.6,11863667.21,17031281.99,2507570653,,22769755.68,79009585.3,40753.30983,N
1610,24170903.05,4053934.668,257722.1912,17139801.59,1703003.859,10199593.28,43090250.61,9045.39934,20810303.68,3745892.37,29319101.31,15783759.4,46048743.65,2940036.568,414389.3348,1493901.129,1059877.535,13746362.71,11568.45434,28186426.78,15878908.1,22829.67896,26641500.75,81103329.58,8973284.747,106376921.8,3513471.578,91995558.97,14570570.85,42937173.55,16785895,137715108.9,29349.13375,128236567.1,16119029.8,11181695.9,3404619435,1287604.991,17163628.53,77091105.32,1685231.264,N
1619,10904918.45,3574647.348,92725.31895,10398204.73,569607.6647,714260.3151,37027405.28,2826.31852,20401261.37,3601678.217,17174436.25,7872351.917,32865165.6,1636710.867,161535.8524,1144524.171,1222567.145,9036292.23,15938.68843,24187019.94,10225602.06,2196.6919,13461903.26,31176239.46,6407191.654,83512476.96,3515362.287,38999154.77,5857844.127,17801393.41,9745416.026,117584571,109266.9183,151498123.2,10255007.48,11210213.53,2252575869,680320.3717,12230228.21,20458945.09,829424.469,N
1623,29136273.55,4496117.577,63269.65548,75528982.36,4873788.227,239133.6173,64182529.33,730989.8326,22100942.92,14207619.81,14791583.14,21993400.11,34326462.42,8488439.887,865559.3877,4343543.814,10927612.86,58199514.78,511064.2685,45411653.93,33879622.66,18695.25267,35179030.99,133473774.8,12553063.17,114464441.6,6079358.485,117409226.2,27010091.39,57797042.28,45214516.12,118741493.9,103541.6687,284427818.7,19823954.65,20099252.34,1744159671,4128055.703,27439947.51,61587718.05,1581246.321,N
1656,40179113.48,6498053.169,521845.4494,52369245.49,7295314.913,3226379.084,53772328.23,458230.1245,20560046.4,9170753.523,24206866.45,,33427777.47,9578762.446,1567607.77,3805307.619,6854462.19,46499989.65,1104417.388,35581475.71,25599379.32,212423.4906,35718223.21,167202930.6,18275425.72,166952084.7,10283444.04,91632583.73,40523597.65,47409137.34,60998263,199596856.8,145171.01,1005029870,13864204.42,14199503.35,5702672400,3464390.379,35488518.93,205822920.8,3657543.054,N
1665,32840702.75,5796178.793,173952.8982,51105138.04,4161313.531,725759.6311,55099295.63,66099.52043,1782048105,8887588.954,20387158.59,37431304.16,56202910.63,10048244.13,1439814.48,4239843.69,6033031.387,35727959.11,2177.82043,40899538.27,29979070.02,50950.75265,55969913.72,178780228.5,18976041.34,138461418.4,7793636,107552233,32029141.97,50428843.62,54667168.22,229784468.5,62711.32889,334518098.7,14138544.19,17032249.89,3053503842,,15253820.43,96970657.76,94583.05979,N
1697,31158008.02,4541089.182,64313.29204,50126631.52,5517433.313,877865.6891,56050839.56,42671.50296,19886211.08,9499115.575,19752953.33,,32896082.52,10398432.32,1809972.233,2952210.508,3128480.847,35812484.77,219199.7991,36789928.6,27511178.69,20022.47596,39905536.1,199744377.1,14674066.5,138577606.8,10005513.07,103561424.2,57360206.74,47084020.53,58340110.67,164658990,69931.61359,401591375,12762871.58,10667713.72,1905919429,2614329.56,34552428.16,62056748.34,1983710.436,N
1751,21118508.83,4860385.17,201199.4834,40939301.7,4917164.878,4321511.867,40852340.3,193419.8657,17876870.26,6597027.553,16604136.87,16807848.58,28144963.4,7052486.623,905502.8106,1726379.104,4722690.572,24146385.26,357186.8647,41394451.68,21804174.63,93053.26949,31526796.12,120528871.2,11694459.98,104054277.4,6397916.651,93281901.55,17628544.59,42062711.31,42426911.15,90967665.83,105592.2644,284002589.6,18266535.7,14599378.77,3015056587,3270279.628,27703764.15,53121443.55,2126907.541,N
1797,36036684.12,5945136.302,95735.76435,68849614.94,4430980.492,161628.9015,81849979.09,546645.7395,25339933.04,19414792.26,20498568,29419327.73,41900971.08,10201388.78,1079545.4,5678861.166,7221050.036,59948553.71,403277.0433,50735061.05,38884820.12,18313.93065,37853799.11,161917511.3,16742959.89,112909669.1,8415365.253,105773774.8,33680183.1,49596434.83,63305493.7,94956083.44,125814.0898,506043484.8,17457555.49,20198956.12,3027687527,708540.371,34857058.4,109886491.8,4070746.367,N
43,33651323.69,5277284.257,94591.07471,40675005.06,4081613.349,119317.487,69584054.92,665355.9065,26011087.62,11342070.57,22565896.29,24581502.48,33222270.44,9344763.129,1288862.151,3242782.041,6291423.328,38726006.24,1813366.291,48323558.31,33442085.23,33156.93742,36786415.46,102713898.9,25191621.58,178020086.9,8856061.351,97889469.81,11764942.41,54451164.42,28545551.88,147846185.4,51482.85637,719575055,10138708.58,11158496.48,1072242064,434218.6865,47044526.26,43424452.82,1692337.352,N
96,26086150.95,4717144.991,91170.88022,34968466.42,8138230.322,177131.9813,65593537.41,158836.1548,18231958.37,9391487.56,17535302.22,25983269.34,41599626.45,6864050.111,1852368.142,6297939.484,4879665.759,43862515.98,464165.8356,22972335.79,32706321.86,33706.54009,34622559.22,83339141.77,14815941.41,95667206.93,7985332.571,61548867.37,13539856.1,34985005.74,15249443.94,56854762.81,31843.02,238591956.5,13005359.39,17031700.51,1159065830,889521.5304,11097155.5,17223838.86,1453470.436,N
100,29195524.29,5452716.03,156859.6198,21950216.08,9288065.298,1571787.519,45644179.73,14347.0202,18640706.75,8488584.986,20451552.65,15677839.09,28689652.09,3979850.198,1111695.714,3335554.014,904043.1033,25674983.87,25535.37181,34796934.54,21737530.57,5401.5962,30403330.97,93811951.46,16479566.95,122418631.6,8247037.384,81860166.81,14848128.46,45870237.97,17442409.49,32650456.43,4420.70397,115218387.2,19249127.65,20706491.13,3756339414,1368099.117,41320759.51,56581552.73,1729173.507,N
134,25082674.78,5624350.496,103115.6303,28591338.98,1306873.149,32587.40406,36244616.27,17729.19177,19128586.01,5821587.574,22206134.78,16254290.73,32267836.34,4190574.424,929042.1619,472565.3384,1745895.091,25087924.75,47907.49577,50071273.63,21006233.52,46948.98773,28304268.58,64681208.5,11115100.43,184290651,6580749.355,76495056.08,7659062.558,43650882.13,23819327.91,657874994.8,16926.97215,1798376049,8483160.369,9335585.597,1551452932,121295.7562,15376528.32,77843644.94,1767763.623,N
135,37503754.51,6492103.452,192561.6491,21650309.14,10147043.96,571634.5975,65243450.25,100514.544,22386893.78,10118855.98,24674054.72,14670426.48,34488987.43,5470857.898,1866055.428,4694184.681,2986402.06,35181590.9,146284.5973,47229719,32005943.05,14521.39313,24780613.92,120156417.1,21674800.62,146381659.6,13246480.1,103303743.7,25551848.98,49839942.1,35474463.7,79217189.2,124540.5068,187855400,22749081.41,25229956.53,2599756889,3010964.28,59483821.23,92612753.65,3368563.517,N
