Id,CA150_0h,CUGBP_0h,ESRP1_0h,FBP11_0h,MAGOH_0h,NOVA1_0h,PRP8_0h,PSF_0h,PTB_0h,RAVER1_0h,RBM17_0h,RBM22_0h,RBM3_0h,RBM45_0h,SAM68TV1_0h,SC35_0h,sf3btv1_0h,SF3BTV2_0h,SKIP_0h,SND1_0h,SRM160_0h,SRSF1_0h,SRSF10_0h,SRSF3_0h,SRSF4_0h,SRSF5_0h,SRSF6_0h,SRSF9_0h,TIA1_0h,TRA2A_0h,TRA2B_0h,U11_0h,U12_0h,U2_0h,U2AF1_0h,U2AF2_0h,U4_0h,U4ATAC_0h,U5_0h,U6_0h,U6ATAC_0h,Diabetes
136,45293026.45,7803825.859,64070.86176,50772183.93,3109295.401,183084.5343,64147113.93,38135.16316,29354010.59,9791465.075,23884413.3,21528081.43,44713059.95,7333200.071,1727428.914,1835464.053,2827133.535,38911639.91,250779.9695,58762845.11,32409801.51,,33302850.71,122796975.1,17450497.34,163737878,8998758.977,125023307.9,15086243.32,70979139.77,44907784.35,151420850.9,7882.72178,795533216.1,13005553.38,9161918.995,1108606653,92213.78584,36578879.18,33801073.14,1198475.73,N
156,26249228.79,4088249.99,77374.67706,50225065.49,4786904.077,863223.647,44920820.66,241447.0115,22440212.42,9686074.592,21715975.29,23396394.7,42028412.51,8071920.808,1231451.348,3150544.324,7934285.128,40254787.25,374790.5609,32688148.58,24415967.04,14507.81322,39747939.46,102877321.3,13783016.42,163554185.8,3041754.916,108692573.6,20949167.97,49918259.14,31369773.5,96489100.15,13977.54383,277536572.1,19990484.96,20894034.87,2774717513,1332811.837,37698523.24,62571288.32,1673388.373,N
157,25192085.8,3751897.941,162422.3439,34811271.69,8380471.167,3907186.592,62201557.65,204004.445,17057469.7,8489750.596,20409888.19,20414916.02,25542260.76,7639618.281,949589.4382,5946977.575,3379632.229,35803319.69,431928.0182,30975015.32,27757406.72,81557.50444,29389965.13,93507690.91,14632802.31,109412578.6,7420720.63,64952629.92,12906912.99,30173198.55,19405236.94,72637732.27,39182.92333,375904140.7,13646330.17,14513701.38,2405622247,1562015.896,31843645.44,50384284.4,4401794.16,N
196,13763363.43,3161408.762,272499.7281,31008780.79,3747743.965,7578848.118,40393757.71,194884.8326,13033915.41,5292005.709,19556551.39,16146504.45,28243863.63,5904627.045,1216379.388,4091192.597,6877034.62,31315417.9,465824.2755,22725084.21,22226374.47,29144.67419,27098121.91,70794262.64,10887824.6,69374809.79,5276716.229,62946838.74,12576738.23,26062533.42,18841040.59,103475426.1,113380.3425,286371413.2,14435998.1,13829009.76,2603160934,1900398.847,17927293.87,112763239.5,5072034.212,N
197,14449081.11,2781581.216,704132.9946,25124424.44,2501393.132,31096273.47,29997707.81,83143.45692,13166255.32,4867968.794,36878548.45,13855994.32,28573240.6,4576379.334,633754.2526,2963350.35,4140251.665,25939035.9,138352.9809,18452193.2,17257093.65,52079.94938,20559806.7,86247515.61,8362192.474,73531886.76,4795092.305,71586997.3,10717096.54,17506364.93,14999733.2,91647088.89,54084.05023,157517864,23829336.16,9240292.512,3390763559,2316414.308,11832956.16,251756480.7,11286704.78,N
212,44812488.61,4389146.287,220903.2277,31386762.23,3129889.108,1368462.805,40218689.11,465206.0541,1012457393,7969812.923,15613069.62,11474407.1,20668148.16,4209715.731,1137420.657,6624774.949,5285886.31,9140406.38,6556.95266,46461069.29,22624779.21,120320.9876,25975080.3,53125496.03,13927775.35,94896855.67,8046826.723,62294568.7,13563264.69,37261941.41,34254650.3,57678897.71,28960.14286,333226990.7,15567961.55,13444061.39,1194600656,,19048854.23,41063771.07,68330.05722,N
218,42146751.47,7322350.091,200477.7252,44732152.41,4940368.984,1477605.48,58319041.92,160564.2891,2213539268,10290681.14,24140824.81,31301894.97,46006978.08,6855949.613,1551154.293,3184431.575,5022579.067,51529308.26,1909.59774,43174355.27,37297013.03,56803.7209,35121463.03,146155555.3,18737391.62,146552307.5,4770950.955,75055553.79,33350984.13,51279481.44,49841986.11,202431866.7,81087.67844,530712269.4,14208716.69,21368589.85,3953740561,,26210856.47,95183062.85,143688.7061,N
245,40792295.67,6781383.864,99202.56741,78008839.95,6675571.278,112607.6774,86652066.51,368840.3779,28721499.86,16233402.15,24574819.5,39978223.37,52522630.35,12613245.3,1552343.626,6602739.937,15034659.06,54954291.46,907538.9527,46556960.61,42955277.8,24577.10784,46206361.88,163337841.2,22913489.22,188463075.9,6868484.197,136010396.4,29832377.35,70242860.77,83348201.9,205619085.4,395855.7715,735730212.9,19042554.18,22580491.08,1825047647,2724419.709,39338481.18,88562192.96,4335189.951,N
268,15964199.77,3131368.307,121727.1946,30680874.44,2602629.346,1989956.522,36634976.9,81115.89991,12122638.82,5578014.437,13870965.19,12966779.42,32513666.46,3641847.162,854179.8724,2159988.866,4886906.75,27158969.57,151373.6832,29056178.36,17256864.63,19097.85308,23777896.72,58450869.96,7992548.281,81412097.72,5486851.599,58846946.16,11040844.13,25797267.9,14020243.66,112517663.9,257751.4494,172485543.3,14397434.97,10732217.19,1450809876,2329492.816,14693900.69,54822624.18,1567533.172,N
357,54598823.33,6928755.687,159457.9874,86894599.58,7934808.005,680342.5396,79535062.7,455798.3205,28843734.23,11248782.92,20145945.21,40947210.81,48076299.91,14332491.65,8845379.851,9840928.809,8047099.076,72983380.6,877561.9444,45092983.87,47095556.49,23370.20269,78034662.58,356382386.8,22455538.16,161463148.5,8850425.5,165555445.4,57534073.21,73122060.38,82402820.61,197799158.8,69715.73245,243732472.1,16046988.14,15677984.41,2927899053,8476482.296,27233681.6,79259477.69,1157579.451,N
455,48158081.17,8078170.154,73532.08333,69811732.61,3251967.287,518057.3588,80274235.25,3177.62434,28987945.12,9363990.85,24674942.08,36478210.16,42525025.74,10720831.33,2618333.575,2077430.415,1051551.958,54293764.62,389953.1556,45779693.31,35165295.03,44089.45587,44891855.28,197606812.6,14474402.37,212396929,5183860.865,120119471.9,43249170.89,79721220.88,64859227.42,192052420.6,2902.9411,274915099.9,11306476.75,13665105.7,2661388330,562982.2775,34813612.78,45484580.84,1343260.897,N
468,40101649.45,6660891.622,175389.7248,37888818.49,7220555.985,4468148.744,41493585.59,4181.78709,22302144.2,8139263.485,23556293.48,35790170.18,39156603.06,7142847.593,10221432.47,3504072.743,1392400.653,36336783.66,20260.15125,43603663.06,29067493.83,72830.71476,52391193.79,346358906.9,18947657.17,115178261.8,7097022.017,142505963.8,49715662.1,56195897.35,76240241.94,146944864.3,36687.74957,112284121.8,16687598.6,15894208.66,3073152247,2724824.39,25342884.65,49813714.65,503310.8877,N
512,59559542.77,7271120.158,116790.2858,68538013.13,4499024.663,372583.3861,73571434.94,21093.15069,26270159.77,9740864.712,22719530.39,55113951.41,57807180.7,12015255.02,6134023.971,6982883.01,4654271.977,77308365.41,162328.0998,28670810.8,40860043.04,55052.54024,73326427.85,332375202.4,27729154.58,157446808.5,4176842.828,146486127.1,65794764.33,63434131.53,72151816.75,122855436.4,15428.86595,297340085.7,14053386.42,11601026.71,3016409977,903775.9498,23170062.03,79759042.39,876054.973,N
526,80116937.74,10890585.38,60148.47787,99701689.72,3419731.189,187043.31,119440549.4,71355.79735,70521271.96,13088789.01,30662118.27,45706599.62,116022706.3,8143057.831,14679913.77,26600516.27,1403159.388,118404190.2,726349.1636,91156725.99,50731707.73,6441.09822,65188186.81,664978512.2,31511561.64,277478084.1,5411525.799,108582072.5,62451236.36,65685794.75,156651519,160994809.2,26118.77273,39082400.64,7605323.44,12139297.39,703348092.2,369358.9935,8068658.656,6980935.919,89814.25393,N
601,66593884.1,6031062.114,351744.1218,72876015.35,3465980.76,26585738.55,45127789.91,1187.8364,42141512.78,5826746.857,67522690.86,56457582.52,101250471.2,15695570.21,3872426.343,12962125.32,156632.9322,50112440.48,21541.44436,90274426.84,22301108.01,164644.3811,68127544.62,1090826440,42193931.38,307244256.5,7206026.617,275205242.8,45733899.23,34808575.24,78215340.63,267840352.1,40128.5789,284541434.5,8996998.478,7098073.664,4856053155,1557664.363,2677021.664,12973700.1,506429.2872,N
610,4941341.399,724496.9905,928284.1364,21493006.33,2163523.345,20327004.01,21344177.39,58901.89179,9959816.487,3688725.752,32995792.91,8324110.272,19062159.47,2123465.833,82196.17378,534485.4653,3790688.218,20544803.3,144764.668,13371755.03,5521386.848,59611.92419,13120028.59,71442875.02,4405156.278,63097997.77,2644444.394,40420531.87,4872663.855,9177068.591,15067981.99,106766079.1,20704.42516,213515480.7,15875709.2,7312932.956,3650882042,2185082.393,3636596.53,131207352.7,10153667.13,N
832,103960247.3,15427496.04,389041.6588,102592241.6,11841819.08,2067626.323,134484553.9,285574.8612,53838395.22,22138825,62604344.81,57490605.98,129774194.8,7768135.91,3820289.471,14259452.68,18891706.11,150780993.7,239883.6448,72754684.48,71057671.82,252363.3728,87343609.71,376166906.5,37484616.61,383988501.4,4890078.26,204212249.6,39099936.22,84648339.31,102600110.1,338474609.4,234118.4036,2430467953,34371799.5,42270251.96,9235371999,6077122.001,43263423.3,215157649.5,4512935.741,N
884,25560579.03,3689485.85,160087.6264,46039095.88,4687004.799,1840603.131,42462735.15,309488.6623,18030948.53,8122405.002,18099868.21,21254130.36,44001936.54,5568103.016,1064465.932,5341555.87,9259320.317,53257676.98,570884.4291,26615592.33,22519808.48,28488.64561,34245979.62,97788898.53,15254324.01,116873218,9121280.773,65975289.67,16239329.85,42310714.24,31065158.01,190040341.6,271256.6501,675943135.9,11190296.77,14523239.86,1938514387,8239256.772,16676537.17,116340124.1,2960865.078,N
956,30309318.71,4686459.624,625777.8559,35369083.46,4183623.778,3771298.773,47343751.39,23090.59223,17598432.29,5312045.38,29033759.31,18087210.98,34632988.67,2526907.457,1292133.251,1902920.334,2458592.17,44397346.97,23338.8249,28169895.63,20916979.46,215072.3678,27998695.35,141471793.9,8448042.927,123214404.5,785754.4517,68638934.51,18309099.44,28224216.39,27282911.73,251332456,142400.089,642746202.3,13288879.85,8987296.733,12720244006,3445897.751,13668029.75,192133051.7,4555745.602,N
1031,38022258.92,6058456.804,113443.9493,45021299.25,6385948.045,46015.27669,57487195.27,75071.40463,19387363.41,6984763.829,19063081.5,25975229.75,37965030.93,4040937.115,1560888.656,4727620.129,6572713.137,67262355.66,123946.4945,27919422.54,27516410.38,79991.6544,36103902.73,162555219.3,14786915.19,113938389.2,1893385.251,73307333.68,20206098.15,34579157.22,40358332.65,107908906.1,75708.90055,1022930508,11121828.52,13295112.55,3365181890,1864564.906,19830773.08,72473079.15,1627262.481,N
1037,50306957.43,8448511.121,89551.70605,54208721.31,6544655.746,792941.3671,69629220.72,321438.1649,25277979.04,11579511.67,25966685.04,35782063.34,47337999.66,7848225.635,1783480.782,5464502.429,14773355.57,63014686.13,235041.2032,29139322.38,36769728.36,28653.49366,46916039.14,165830995.2,18432639.97,157156890.6,2437091.041,93331617.58,20554093.5,37552761.73,33846700.83,175027280.1,,596639675.1,13106274.27,18285545.06,4262156127,2702629.757,31845251.8,84244520.66,2122645.633,N
1069,29049679.27,4367801.516,212352.6465,46014337.98,7251603.095,475889.1518,48843810.7,939560.7525,17600629.7,8222669.945,18373552,22145367.25,49087290.71,9772901.783,1785442.844,6373970.384,10810023.9,51958796.48,965958.1055,23668877.81,25325458.02,35362.49417,35696562.74,125660168.9,15509434.24,149840147.7,8795134.453,86590124.99,25458617.29,45252318.4,44418437.55,149029665.4,393916.9321,665515674.9,11561521.37,13660838.24,1723316992,9114184.422,22586619.57,111220610.3,3075016.664,N
1176,51724786.14,7532616.812,55099.82408,53695964.37,6233415.663,1558202.413,91441869.49,272013.9108,2730695186,16002277.64,36199829.11,43157019.38,69843436.89,12454601.58,2299916.795,9663785.079,6299424.317,45485132.96,6827.73703,50734397.71,43059634.63,22931.12549,66403625.79,218563345.3,31350814.92,161295311.9,17151326.88,137299220.7,42147834.11,65183329.39,85666296.08,115235369.2,66157.11634,168304107.9,20310718.56,28476397.21,1052680803,,34567514.96,114999641.4,121936.7719,N
1208,14754959.48,2701479.505,278346.6998,35884207.29,3317452.659,7693673.745,30834598.34,65751.10783,13095302.58,5186862.104,18578947.36,15033381.16,27676101.32,3039593.436,680250.5979,2921712.478,5110261.608,27242373.14,158789.2283,21526547.18,16292270.72,40470.29708,25959942.54,81105281.67,9454186.056,80719964.06,4945276.927,64245911.51,9668496.599,26716365.68,31691069.66,78228134.29,40141.45331,175197267.8,23441314.64,9782779.554,2318799554,1710869.31,14974462.1,104409666.1,4199601.018,N
1258,22118398.86,3663717.912,98613.96543,61248317.59,5486512.559,470047.786,49973179.71,837320.3261,18790137.01,7838218.922,15662872.89,18500147.74,38069152.84,8928150.538,1618982.628,4572500.167,14948622.27,49210764.74,1193894.18,32662974.11,31224005.24,42063.98858,36391404.29,165431075.8,12095381.61,106650129.7,8031574.274,102154990.3,25926669.63,38903498.8,58983010.17,61047500.14,139352.6694,244932073.2,18231619.16,11687944.76,1847991072,4905229.599,24941307.85,73490177.35,1889511.894,N
1349,27163528.98,4209447.02,217327.6099,59117943.46,4076409.413,815571.639,51963531.22,2025748.721,13346051.4,5396111.122,16406673.12,19491044.31,35926033.84,11338833.8,5240015.979,5724240.982,13637650.76,55342085.4,2935933.36,25226562.75,28927421.95,65364.75526,30467118.2,138395624.9,15411161.13,89203275.31,4933901.693,80799554.84,28756038.11,59497643.49,47274151.98,69695046.03,30166.812,537995554.5,14920189.27,19436120.57,2801241431,1629555.911,34993026.62,105201879.9,2720863.728,N
1352,35214308.13,5190112.266,2588573.895,5808801.277,1326196.438,49116526.06,14507144.74,18765.24772,461551089.1,2938231.641,17692317.1,13583364.82,24739118.95,609266.7801,631479.3038,567875.9546,4776066.006,47714947.62,938.53402,5036591.856,19178986.43,1022658.136,40097304.59,46004024.52,10483989.42,108035925.7,2719366.969,132706517.8,2842114.263,65407752.55,4117807.64,170157869,73463.15718,,13915606.55,4989132.371,39228084110,,25068549.31,172877712.1,112485.3945,N
1360,33368538.73,3839650.269,167825.1491,38847731.64,5453251.083,4536971.803,49381192.54,536613.6458,18023607.04,5916108.453,24588931.02,18928643.79,43880787.16,9728288.952,1111329.554,4487314.36,6959127.081,43187841.8,279435.0362,29979661.55,31261714.83,47800.07534,30484707.7,122188243.4,13613860.6,158235355.5,8668307.1,88344574.96,28998901.6,60475341.64,47547822.46,131699208.2,80395.50771,610321022,21019205.85,18044336.81,2577621287,3323771.749,36225131.66,138477133.4,5031727.678,N
1372,30951996.34,4601511.386,61683.93971,53540645.67,6931353.316,113168.9623,53794460.85,435217.0084,19812825.79,8835235.904,19219231.35,,35450221.08,7486129.741,1644069.351,6884730.24,11013286.57,41633294.53,1408199.428,34626523.38,26685788.05,55125.54907,38366775.64,200642386.7,14696603.45,138197135.9,11128430.5,98967951.61,30073097.99,62506234.77,90528801.51,291214595.3,,593454172.1,15897125.67,17680989.56,1570475468,3097399.817,24613676.74,48500745.06,1506572.075,N
1382,23280803.05,3670517.381,115994.7344,51057255.07,4370513.602,2046913.78,54079220.17,397084.487,18428401.77,8288565.614,18018766.11,27162673.14,42356450.96,7882368.032,918272.8357,6455694.751,11140471.21,49596245.5,829279.2,28009751.68,40542518.34,26658.25465,29644408.9,123977365.5,12755655.47,125043624.9,8035247.527,101160940.6,24439678.58,45896500.99,44356685.4,69107877.68,47684.95924,285681790.4,13594064.58,16815252.63,3360136497,2284822.201,25551301.66,90070479.27,2204442.415,N
1413,18995901.38,2868547.739,192039.0832,32233167.62,3783777.296,7029866.073,47077994.12,124114.2148,13314867.08,5719780.168,20690652.82,22802240.53,42376845.07,3976324.109,497004.6107,3046038.493,6087090.623,39067633.67,281158.9955,22119338.93,23579757.9,29191.74848,22385754.44,95616588.89,9013163.067,127449362.5,5680256.793,69334898.75,14514122.99,42947689.71,39165492.84,60477555.39,28066.62743,457270033.2,11495312.66,11570337.35,4078042761,1933658.283,19185126.68,104543949,3246595.359,N
1419,29467086.75,4928463.11,90801.60426,57380027.81,4446411.33,95013.66636,63505481.16,201260.4014,20844897.28,10234587.98,22378505.74,25947470.05,40474451.84,9511366.667,1079141.565,5454518.762,8524797.94,48163845.91,444656.8583,37088400.51,37213552.78,19840.526,26282804.98,136455104.2,16511960.31,160790219.4,7888483.425,97299220.1,28579339.38,39103360.31,47051088.96,83399745.6,49088.17088,382146882.1,14265805.85,15584146.85,2443351220,1971655.448,30795122.56,93821508.75,2484671.246,N
1465,25474254.48,4816850.235,266061.2758,39831915.36,2204747.22,191250.0557,35214529.75,166903.332,14638002.65,4868454.305,17364685.84,,22003505.94,6206536.317,900003.0432,2062788.79,3432656.64,32515106.18,337727.6539,36395950.35,18107101.52,60650.03857,21448031.48,95939496.32,9482786.004,82991492.92,5374724.175,51044627.34,22596746.91,36390668.98,28542473.31,190646530.8,51992.45061,1234605136,7387542.178,8938037.85,4105517983,929739.9453,19194538.54,77024889.98,1373131.648,N
1490,,31175116.83,2980276.448,,56960.00722,41027547.22,227429875.4,17560.06022,86477716.61,,,112836175.7,524872508.7,,17671388.42,23583131.97,7428254.11,110364425.1,,,,,,1654680451,,,,1019323986,,,274387112.5,,110233.6208,393785017.6,,,6810764316,31074393.11,22207173.8,,,N
1501,27689492.09,4905086.457,129062.8498,27545376.11,1547741.112,1511780.256,51695561.34,48923.53009,22807666.87,4541582.118,19925167.61,19478290.4,42347278.96,3907809.446,556309.9752,2827928.409,2836286.809,24945732.93,100727.9195,26358092.98,19509551.94,16067.45821,32402630.25,64990597.63,9725086.575,107608359.5,3570481.15,80454571.82,17197205.28,44289305.29,17789530.1,111937224.6,41592.692,132696691.6,14738325.49,12873955.71,2244418775,666465.8741,18672109.85,50988650.7,1691906.375,N
1558,15126529.5,2950934.046,99200.40357,20441603.62,1552296.61,361523.4525,27053293.94,22459.96396,16886460.09,2526210.702,11334839.17,12296525.63,35991887.49,2296824.284,378041.2627,1280274.111,2501522.777,14309831.14,52679.19466,22697263.65,13852484.6,33172.3727,23661059.81,58836079.71,5086029.574,74474175.22,2675124.611,62011491,8491869.558,28696245.21,17691479.09,138731818.1,63726.32711,296391408.1,7797599.324,7183976.107,1794394639,817384.8339,9569898.279,31052221.22,858948.0737,N
1604,35191839.64,5756636.173,89461.23666,61620053.6,6208645.888,201045.5374,66955904.78,196871.9387,18370867.04,8862630.884,22367451.84,,43421136.47,9857013.467,1999476.409,5752303.548,9084323.102,53322292.41,706976.7906,34712290.51,31402414.18,17135.20408,35733682.03,228718054.3,15572305.79,141123187.6,7117373.008,86806771.3,37751869.81,70079940.05,84864891.72,128180669.3,75590.17351,630520525.2,14039324.65,19248856.64,2243556700,1997280.391,33559233.26,67056626.81,1186483.435,N
1620,23993069.63,3741584.43,223324.0729,33419343.26,1917103.627,4685158.487,60767062.5,106645.3535,22915087.64,5630989.844,26685916.12,24524137.13,34698161.1,5692518.994,746141.7339,2806128.866,4336472.515,31054952.34,283242.4244,14965592.52,24756212.34,17790.47466,39742301.29,79289631.8,10285032.27,92640468.78,3323176.712,69187315.5,18811349.92,32411826.57,22444660.13,68126821.98,18915.93276,398565086,9920212.867,12205165.42,1557199041,579732.6955,15812880.42,91813905.13,2750589.249,N
1628,25190146.94,4050297.639,233103.4685,48920168.26,4246601.673,2386833.494,38191037.57,195130.4435,15746692.51,5714817.761,18795168.53,,32420281.52,9001356.255,1311433.805,2447109.24,7355768.163,37798184.07,659546.6014,31835597.01,21631687.32,80311.43067,25266222.74,139296253.5,11275536.53,111334290.1,6096274.386,64669826.79,24237195.09,31313870.94,52446596.73,148854452.9,75661.39854,943430381,10762682.65,9123951.37,3914588574,3723931.362,28043575.16,136389095.7,2711782.546,N
1661,228160029,2892408.893,,22435639.59,1843044.767,,46710976.07,10336.47118,2749471079,4905039.881,54736209.31,13235429.18,59167263.17,4837710.383,1866848.531,1286176.793,5648466.282,53331606.81,316.42193,44722810.01,46152224.82,,179784922.3,161132116.5,7829682.677,211557970.4,7324674.777,166661358.4,4906767.979,61598562.27,25119092.55,293455860.6,126513.1101,3114203481,33159685.84,4549627.42,35883005320,,40349710.82,220605948.7,166315.0374,N
1675,31394425.43,4906662.839,126207.4405,56720395.9,2155014.896,88624.50134,58845260.36,518560.4216,19077504.27,12060259.22,15932722.17,19622765.33,24121797.71,6911645.949,504238.6396,3628921.003,5677538.293,45914509.03,319810.483,44687625.66,30023575.01,28659.12473,26348159.42,84252871.15,13776134.81,108370905.9,5310742.134,95458958.43,21889759.25,42687325.92,49661462.12,91728455.58,44217.07999,571236308.6,19649006.41,13932730.17,2992821445,391436.4323,22173722.08,66693456.7,2259993.818,N
1692,36397172.79,5568602.867,42528.62096,62055335.56,9011987.989,577377.1017,72743991.21,880087.5512,24493567.19,16200667.36,24250739.32,31266402.56,59107646.91,11907003.6,2073411.684,7761915.095,9600234.918,71171960.71,587483.116,47978767.41,36731119.09,12242.74651,46487922.19,201272022.6,19437949.28,158145865.7,12692360.98,142097814.6,33682380.01,74865925.31,55072003.11,144996192.2,447626.5093,280391037.8,27448049.92,33247000.83,830003365.7,9090405.989,39460973.29,127019216,2108740.05,N
1715,28413275.35,5999760.906,406353.4708,48667272.57,4138007.116,1313790.398,54477060.92,26719.34443,1444386159,9132462.522,20029053.94,36993606.58,48266392,8871747.751,1621160.661,3229289.694,5688418.352,43058825.14,1439.76682,39527568.25,26456959.94,99881.10536,41616775.6,189434739,13877054.64,155266299.4,4475819.794,99369377.79,27139433.44,42502214.7,42538369.73,170220355,36170.39301,711941630.7,9303964.793,15486328.97,6322876751,,17371805.43,56437849.92,105268.6506,N
1727,37789769.97,5789658.237,80109.44817,62615676.23,5168704.431,1223804.897,70586143.79,929078.0004,22121911.44,14352988.22,20739885.75,25020721.22,34638548.35,10377326.55,1103162.815,5168951.75,7055077.595,59171532.74,394126.6189,42649489.79,38044925.06,15579.1551,35139342.57,152842784.8,16417775.48,154455872.5,7388413.308,106869231.7,33203526.03,66558418.21,51003231.58,77849324.76,81550.64389,407778745,20643614.59,24356291.53,2016271802,2536652.914,36695778.44,80378010.19,2732672.027,N
1742,64146973.84,6854009.412,1314657.205,15982958.64,2075528.096,5090798.744,51999838.78,33289.50648,2673262270,3315405.445,16277280.84,16696439.97,90837442.22,3612072.856,1785296.945,2128755.69,2846102.295,53501474.46,978.55172,44426702.43,42698915.96,562682.215,66838044.19,144161264,10040568.67,268328763.3,12599074.66,242479514.5,8838704.416,58410994.33,20801911.97,239543605.4,159772.7079,3657981526,7869149.143,10071244.16,22563241168,,63320459.77,70126072.26,100591.1653,N
1744,28456508.43,4015814.639,109798.1852,66379269.26,4674859.542,1291690.445,55372788.53,396807.3377,20518151.88,11074101.54,17440870.2,23521112.18,33898599.42,7133310.339,824989.4653,3862997.023,7515751.41,59919266.48,400405.5466,43113764.86,30436057.77,19450.34256,29555215.44,134141581.7,13109622.06,100538893.9,5721611.468,107985117.4,21351520.53,41646456.23,34816092.47,111196564.2,75332.19453,463757150.9,17689213.03,19329778.26,2140047191,2888709.074,26724680.88,62660777.91,2844357.198,N
1750,28970847.49,4721607.335,112106.7484,51636829.34,5008984.8,513656.519,54788406.6,1173351.694,16302165.88,13549432.55,16218209.07,20845219.25,36066754.39,7660944.76,1175484.656,4888757.677,8553703.543,44157348.39,806674.1494,43561104,29536565.44,34541.24355,30821939.7,131914900.1,14559247.42,122676715.1,8305973.563,108098221.1,20541005.57,47512843.33,42569379.97,132591845.9,233710.3779,466731024.7,20337007.81,17138885.53,2264143085,7204388.593,25279010.18,55554753.09,1360508.348,N
1760,44850716.05,11927632.41,271097.2693,26220639.69,3893049.57,474585.6521,63075412.1,,32647447.25,8916896.445,40032056.42,,60230349.19,11795958.11,3301035.09,2289747.775,,49037007.22,,66627350.45,22251139.2,101690.7643,29529932.1,302444770.2,18881710.12,259063997.5,27906219.63,159674332.8,57291177.91,63180614.69,77670479.44,341022362.8,160040.6329,19230180.67,20740226.94,16181847.11,3182239136,4853830.155,43853189.24,59686349.2,2527117.856,N
1777,27056239.32,5838924.079,432390.2678,49906538.45,4985314.073,4847153.787,48781308.82,50249.05037,17933203.26,8869426.143,18666400.89,21992366.57,36473991.01,6693397.483,787659.1118,2992882.734,4808493.613,27371883.45,199580.6649,36170393.59,27575491.83,76904.21502,25931233.36,128388460.4,11031874.16,115188550.6,3699996.205,99435569.88,20639874.08,43749082.64,43577631.87,163204643.4,81668.90749,284664543.8,20476446.44,16672870.95,6317185130,4418433.08,22533173.33,92007737.99,3250306.963,N
1786,19928159.44,3633668.663,82690.07642,39929039.7,3606213.52,503162.0204,37901974.71,107482.2001,15709489.37,7216978.246,14313971.68,19688492.64,35503160.21,6095948.744,692450.5634,1784392.562,5016224.783,21178745.03,297942.7298,37635284.32,23128391.72,23284.20254,25785628.35,113274471.5,10327591.82,91018922.85,4696318.871,93180900.19,18323065.53,36958208.51,38352086.89,99025373.05,79246.32966,444045005.1,15413311.72,14676993.19,1790326627,6282265.03,23832440.78,35299601.06,916302.6381,N
1795,15524862.41,2839635.587,323591.2299,35395146.61,3171646.996,8800226.448,35782505.4,194975.774,10852640.19,4187332.037,16860220.66,15879941.4,28936551.22,4689228.265,433737.7839,2700801.722,8208567.764,36728196.08,494043.9252,20926931.25,19133686.48,28382.24714,23711769.49,84592602.77,7932184.839,82380479.76,4762915.38,57149334.5,15263163.01,27377490.24,31571963.74,95142227.73,97413.15321,425636167.1,14256471.09,8950559.914,2544766923,2107629.475,13671116.87,150249608.3,4289070.635,N
400,51310979.73,6758488.364,175713.4452,49174087.29,3154769.494,412910.2584,59662206.79,30871.48384,22497050.37,8030607.756,22239506.13,27138147.45,37085895.76,10411876.49,4864782.416,2365096.718,3081571.916,44825653.68,121711.6739,45392814.21,32859212.43,94665.98604,51921432.59,277589737.3,16500902.69,144857158.4,5331449.109,166486236.9,42561495.74,67430085.98,78232560.57,112979226.9,13184.94146,1197076088,16513813.74,12557869.15,5819719573,1494948.948,30437381.27,66614342.14,821312.5424,S
425,168865160.7,18983167.36,294782.7212,46186903.37,5599238.736,2829501.864,42416018.97,,109222669.7,8406852.777,130432729.7,125912419.8,289124995.3,18811297.24,18560329.57,10562936.86,29005.05376,61295484.98,1926.62237,257210446.7,25695504.45,28715.3149,133375264.8,2285686780,119352831.1,690144585.7,15942744.97,641791186.7,103028764.2,93043511.32,145601859.1,404892323.7,42768.57913,12766455.76,21972848.65,15424282.79,6947388105,907176.6771,11837317.27,6113346.624,5900.97324,S
691,6527779.763,803791.456,2323907.475,32073588.94,8001914.077,65144758.89,5477645.021,162009.8397,1659831.801,693269.1452,169937878.4,4501907.972,65245386.58,879312.8082,303683.3876,382395.9341,2681421.717,40255135.33,81476.2111,3571943.439,5633030.709,390726.3345,39954533.93,438287653.7,1330967.946,29091750.71,382046.5931,24948390.2,11195486.21,14881588.38,19632168.88,581484824.2,381434.7615,3216309396,59564541.78,1378343.819,17256252173,11820295.93,1805611.403,826149837.3,27751874.57,S
756,29367241.86,4036632.407,172787.4564,44706843.61,3835229.937,986869.0775,48902813.75,409956.0546,16017391.44,6299897.659,18044256.59,14638933.91,24573745.62,6433847.497,1410736.276,3722914.463,5709149.314,42858869.18,339038.5164,27707006.52,25794901.27,8340.12914,26958661.34,83818484.55,12792467.11,100110768.6,5044696.152,66247341.19,17307065.06,42032792.84,30899627.46,58100010.75,33588.1055,457004123.2,11571759.49,12312307.92,1952777369,4593159.959,19382173.97,92101932.5,2962539.987,S
