CA150_4h,CUGBP_4h,ESRP1_4h,FBP11_4h,MAGOH_4h,NOVA1_4h,PRP8_4h,PSF_4h,PTB_4h,RAVER1_4h,RBM17_4h,RBM22_4h,RBM3_4h,RBM45_4h,SAM68TV1_4h,SC35_4h,sf3btv1_4h,SF3BTV2_4h,SKIP_4h,SND1_4h,SRM160_4h,SRSF1_4h,SRSF10_4h,SRSF3_4h,SRSF4_4h,SRSF5_4h,SRSF6_4h,SRSF9_4h,TIA1_4h,TRA2A_4h,TRA2B_4h,U11_4h,U12_4h,U2_4h,U2AF1_4h,U2AF2_4h,U4_4h,U4ATAC_4h,U5_4h,U6_4h,U6ATAC_4h,Class,
913,0.439403203282722,1.15306831574578,0.327609170703317,0.10847204202736,-0.206184047989435,0.047102567029807,0.356710711443881,0.006023494960628,0.025432976220513,0.850404270395424,0.26854759059241,0.552322857466251,-0.135968646757402,0.400688325140494,-0.25554870618755,-0.663442564757475,-0.02578093994381,-0.389454109792755,-0.036084207266374,1.00712451554133,0.346520548577129,-0.012044234239432,0.068426029073497,0.200877121416407,0.43629368851848,0.355522988560451,0.395963470064811,0.856794556027042,0.223594667657673,0.374227394972536,0.292590115751942,0.549976989546132,-0.65510261557418,-0.150655718353515,0.814242985028508,1.11753805269116,0.107449927194496,-0.298332044518102,0.944817000092843,-0.248479599404541,0.125497684947704,N
960,1.26848148438324,0.866159378583042,-0.988310543370829,0.135480989657325,1.54527497919335,-2.18240904253039,1.28814690537348,-0.764707823701849,0.097851281945074,1.3553821696853,0.081430657349894,0.840763999260679,0.518842335795239,-0.129574714869144,0.670557442871462,0.475959108863674,0.508017663900629,1.06176916219012,-0.663701364205285,-0.475468145216065,0.925743765983268,0.082708014001111,0.794936313843787,0.723530043509408,0.404212096865308,0.212711248962487,-1.52328895878491,-0.463786480314918,0.375007642956926,0.035257242051279,0.516621868902323,-0.163899066681394,-0.280066828001252,-0.007716178159692,-0.266428265874975,0.493533359489228,0.111374732545347,-1.57151119229351,0.514180339906257,0.059446836122553,-0.249302837386564,N
969,-0.678760867904102,-0.760100526625346,1.08762408168625,-0.049772798714773,-0.567799487615101,1.08954745211836,0.00563630702333,-0.097664876226852,-0.388883835050585,0.071197040741914,0.699733848285472,-0.075568061267017,-1.36150991922377,-0.239923355621051,-0.863251522633848,0.232146528562422,0.261509566146621,0.335995070026363,0.199748863645966,-1.23917459533148,-0.29671599923149,0.588443584355026,-0.479743639063862,-0.488394191315295,-0.268839922317678,-0.530423755142974,-0.388833332700747,-0.627623229544012,-0.499339448024874,-0.844013049796611,-0.823232570006363,-1.24254444166109,-0.741399190137283,0.213431893544033,-1.00097852476402,-0.472602817937413,-0.334709619738582,0.367587043218951,-0.567780301040917,1.39322328749325,2.19557989939231,N
1066,0.496518767839824,1.65717108696334,-1.48851437481686,-0.071220197765001,0.878366898439233,-2.04909702846353,-0.220416037863563,-0.568937195957964,0.111191077499094,0.174173679876514,-0.569335850515968,0.641243549352355,1.19273929569018,-0.816989548409764,0.575209688382218,0.193368785429649,0.270643336456531,0.899911736314807,-0.398985831992369,-0.369103709198775,0.283007402338318,-1.4336294409525,0.506409026910533,0.893031820572103,-0.288852948006906,0.474422682042792,-1.596229998647,-0.566982318723323,0.503792695352598,0.008460758863611,0.31049995384375,0.698524300481822,1.36344561645707,0.156088002773222,0.155600903543408,0.325172584570323,0.307506704806284,-0.271515117491965,0.114815097782051,0.397129881296757,-0.255414748350966,N
1117,-0.367528496411665,0.027307376143373,-1.39706863422295,-0.287684864693399,-0.132382906524494,-0.3863732990015,-0.174502035992671,0.199688330073592,-0.472539272127158,0.076606247687549,-1.04211829995823,-0.137595210376995,0.604398067111934,-0.456720350007929,-0.446907519652394,0.40743132780066,0.620452802854712,0.252721907953523,0.491056472103477,-0.79907697697537,0.25524106712356,-1.2290760146624,-0.277729272367958,-0.826605217850279,0.060167248982381,-0.742751856552206,0.342951469328465,-2.20217498418471,-0.45191735702178,-0.779196769107038,0.147713246487921,0.94140507635005,0.647792340980331,0.148724303274952,-0.311860000809586,0.127185745637908,-1.04748950927739,-0.231498096876686,0.467753843880781,0.425876719823741,0.720840306898445,N
1149,-0.169223110617821,-0.103463407055205,-0.747984845211948,0.213258153181158,-0.155605723398445,0.062269737982261,0.050385745667809,0.085063954949995,-0.284864434800051,-0.203800099247929,-0.594598787322748,-0.002166790581511,-0.72283134865258,-0.19345006188251,-0.315898664103607,0.7587666172324,0.885603726182577,0.200023074267946,0.315471441634063,-0.680987077296947,0.326886406043326,0.158545164129731,-0.559255992003909,-0.553068406784447,-0.120832097078064,-0.165239631561661,0.135818161579041,-0.588993938844444,-0.092928254332585,-0.584048104763588,0.143209094006019,-0.398175074522896,-0.393980777613569,-0.680472835734005,1.07760168332989,0.159800438798179,-0.81330309430707,0.018637213341423,0.189366896798506,0.168968034416542,0.751622995927276,N
1328,0.102159424565872,-0.288714875251742,1.29448399732606,0.223942582303455,0.251599442390338,0.791902364519495,-0.994548870358626,1.82620734608342,-0.506386607055871,-0.65102355622353,0.969861588343592,-0.390174555217809,-0.534197697711277,1.14692466616256,0.179862795850893,0.146394448334401,1.05414163834066,0.625670406130276,1.99009791079442,-0.881543811585674,-0.340291549533481,1.90945132752333,-0.396932498619717,0.270980220243396,-0.013852998159696,0.241899470907022,-0.346836700818382,-0.490598747644174,0.788298949772766,0.56104757030773,0.456700469700175,-0.568518160043308,0.752093242661482,1.00387932848183,-0.170608346058509,-0.64038801496797,1.44600350542738,0.50870442981462,-0.046627760592568,0.811036226311893,0.24281861472961,N
1454,0.361079502917175,0.567962641826394,0.036926647798078,0.363314680266092,0.336947538336512,0.018381207452579,0.844556875531626,0.197309431664647,2.16276953501837,0.671961962254871,0.488041375678167,0.791151755836552,0.788983694146394,0.851056284112107,0.230552830316974,0.161791861228513,0.351212917619295,0.272024321281716,-1.604606307345,0.127138807900567,0.466370797143246,0.799963146105697,0.546075604081112,0.662806836729992,0.854329670665975,0.693734924264822,0.901737748316628,0.53140117354542,0.456814488621421,1.34543510489114,0.785371370743486,0.405560294802957,0.403122860012402,0.374619593341567,0.103059844965628,1.75973000364824,0.224512568095538,0.10659611539607,0.152832569933019,0.895214940953039,-1.55493391324198,N
1571,0.455556039478566,0.188613636916195,0.517790606276347,0.485433388317989,0.260386481380528,0.054349091288763,0.431536071626856,0.728057838515876,2.15173050510397,0.399727082908954,0.388736223209315,0.603233247715284,0.024196292635319,0.64952200456562,0.221156456390783,0.139247496313391,0.74231803617744,-0.199632896912152,-1.47534853840268,0.457017598536323,0.212548761009966,0.835680633230179,0.441500466155919,0.226263459808573,0.766345301627228,-0.085615978140069,0.819565368693491,0.524310633652164,0.082889310314118,0.882919494881418,0.596871069469384,0.629226378294018,-0.357637052201,0.832558594970163,0.072728917736608,0.237897033345723,0.426063664876613,0.132052329957159,0.12541220606755,0.325923135992231,-1.68759476259482,N
1610,-0.732636121668171,-0.457053699515374,-2.53677948535452,-0.460250694039797,-1.25548469730117,-0.733965321754848,0.924471463573413,-0.583093944152015,-0.118805254219136,-0.797028547697025,-0.65489737739934,0.324795010490115,0.634416615673772,-0.855097699547737,-0.808432910785477,-0.363431187377053,-0.074005971872618,-0.657816280602382,-0.029767011129139,-0.162336829469796,-0.128680872176905,-0.791385244485456,0.072199544629004,-1.43263028512568,-0.759870965336421,-0.897176958464514,-0.848753663957942,-0.312482492511529,-0.835308291021198,-0.283332876563407,-1.26566374899697,-1.08716411561494,-1.19110648129268,-0.6499678644795,-1.22196350339132,-0.387690631320349,-0.551023643569919,-1.08726972084694,-0.181734623466487,-0.388750589658281,-0.817306632373798,N
1619,-0.30596570723787,0.378158431784948,-1.34654994850752,-0.82901431447089,-0.877464167632908,-1.61953956238011,-0.504176351107687,-0.99676779250007,-0.118028596491278,-0.898261653225951,-0.251829566012652,-0.662862345982017,-0.759151560089026,-0.89671723146008,-0.812913519231201,-0.721619549368541,-0.863031250505648,-1.53915322237337,-0.934519684230113,-0.521532106242979,-0.533532616667327,-1.65137892020852,-0.533313112235483,-0.728985655677492,-0.513207956403145,-0.775722735013419,-1.15083720046196,-0.408279286394566,-0.054028131335533,-0.614066827225852,-0.623746609672663,-1.05562032732692,-1.09794779963714,-0.568761818480726,-0.784652681803591,-0.623339665053007,-0.271831175254359,-1.22919097680035,-0.175108437155637,-0.763398311810913,-0.773070236948049,N
1623,-0.534446244559751,-0.355085464724447,0.606714799874784,0.604705506045773,-0.174808688273698,0.449681530335738,0.010891897089307,1.98444110069275,-0.399803671995398,0.787394990067764,-2.06952456535609,-0.35147894174397,-1.69653166380955,0.151783959557044,-0.531953767716544,0.065795922029344,1.02431066246655,0.224075117136929,1.10748108946836,0.393289457834077,-0.132632190979495,0.807352299942871,-0.280746863976338,-0.373629908961015,-0.586239663375596,-0.859726527138203,-0.42463212034108,0.496551042252157,-0.329713781411751,-0.163859800423003,-0.064498090107631,-0.809167524462761,-0.63244924609208,0.205032218706494,0.530797654368507,0.530120961257679,-0.10990210429905,0.986183220824441,0.203101260017216,0.22674102951322,0.73226387922628,N
1656,0.7054514204793,0.444281352417854,-0.033946564884299,0.856851477878548,0.95709559291892,-1.99019322497494,0.798497482032575,0.918582594698349,-0.230840667680892,0.405442160479983,-0.149971531848856,1.30097392654,-0.558668767651522,1.2343821282642,0.411086545161781,0.057016058154809,1.44954879488201,0.40729933271379,1.55283508443662,0.328676003481533,0.663601445107629,0.60385965219948,0.293730650542635,0.701718054519328,0.703853314658384,0.171115140634228,0.402226840440637,0.255876898787728,1.60864827521378,0.787585716542923,1.53315991124192,0.529164322547775,-0.025279353090407,1.07355891381364,-0.150080105266925,-0.399653593110329,0.118265836673407,0.101357695433194,0.904195640929307,0.764342184511166,0.48775716996107,N
1665,0.526054564891982,0.737653495542865,1.0655555715192,-1.07808278115698,-0.719285192826602,2.17246635331218,0.468947809845289,-0.331058311218914,2.13462196740254,0.385707578395388,1.87640695507279,1.30011369602595,1.51415975746019,0.368691232891351,0.418538014772477,0.042864978075772,-0.368615739199246,-0.467398616541952,-1.62123302198379,0.143850558211016,0.106709094823498,-0.455263885672838,2.43624357290544,0.428088482184746,0.712697468089528,-0.38718216999982,0.484280593422018,-0.000339096577457,-0.037463404730373,0.880019499579822,-0.068069853376778,0.400018761889782,-0.893793062238429,-1.32738649037388,1.45852006706166,1.85527967587349,-0.817479449729085,-0.088923286794107,0.525191018717115,2.10463421312453,-1.07514606417682,N
1697,-0.777109226185432,-0.208754614108472,0.117569278327289,-0.014884360663882,-0.261260535715563,0.004163815368734,-0.707260911547097,-0.276423538594343,-0.37653687914095,-0.371865580875288,-0.868656365586971,0.215021161905625,-1.10247475724393,0.237333275676662,-0.007569380510905,-0.437836471829733,-0.473861651466127,-0.573386886329005,0.145343537719939,-0.501510976065844,-0.795050937095062,-0.346219817487675,-0.689249098699449,0.379369366913091,-0.533600281635803,-0.5469455265376,-0.18631082276618,-0.298220833418273,0.316428897892395,-0.424216867351474,0.374222123133071,-0.7315353467834,-1.78382371901815,-0.119936727766664,-0.903581247731505,-0.832103790430703,0.449119837162668,-0.550078462476526,0.036873034543282,-0.511247804283214,-0.359368811780312,N
1751,-0.284916109039607,0.317843077209986,-0.514261642208059,0.234510018546693,0.789151539364987,-1.76445336461386,-0.274026011269026,1.01147344682391,-0.047447736005466,1.11078134375701,-0.343019970062521,-0.293245015876286,-0.548944984039968,0.113185799728825,0.306426067970218,-0.03264581906777,0.40091446923214,-0.210855515765543,0.813151501199762,0.537096832084571,-0.046354997424471,-0.935973718404803,-0.154144185809235,-0.191043426930494,0.25726078809373,-0.165573237241113,0.83645059592931,0.52960234879313,0.10187612963011,0.528102861725595,0.271088225968496,-1.02465057891439,0.738865001552719,-1.0521687144618,1.25481160006027,0.70452223141498,-0.875674121576796,0.070383648947734,0.572719835147439,-0.052823593223054,0.500026571384218,N
