Id,CA150_4h,CUGBP_4h,ESRP1_4h,FBP11_4h,MAGOH_4h,NOVA1_4h,PRP8_4h,PSF_4h,PTB_4h,RAVER1_4h,RBM17_4h,RBM22_4h,RBM3_4h,RBM45_4h,SAM68TV1_4h,SC35_4h,sf3btv1_4h,SF3BTV2_4h,SKIP_4h,SND1_4h,SRM160_4h,SRSF1_4h,SRSF10_4h,SRSF3_4h,SRSF4_4h,SRSF5_4h,SRSF6_4h,SRSF9_4h,TIA1_4h,TRA2A_4h,TRA2B_4h,U11_4h,U12_4h,U2_4h,U2AF1_4h,U2AF2_4h,U4_4h,U4ATAC_4h,U5_4h,U6_4h,U6ATAC_4h,Diabetes
960,59720070,7679015.52,87121.79,49708193.76,10414208.64,16359.49,85196262.6,38481.96,26555766.91,13624127.08,22857480.22,35002896.48,45604406.71,6263198.3,2301412.26,5488773.25,7282915.39,75841786.12,63459.5,27179412.01,37548111.84,39673.38,56068495.39,201148677.6,18511882.68,142062675.1,2244726.86,70390433.05,29681633.27,43199033.03,54803886.11,106909637.5,43316.1,392092284.8,13176821.04,17427396.04,3034231006,309112.8,33290606.13,71131113.76,1199353.02,N
969,23759913.09,3665093.02,344904.99,44465584.96,2767514.03,9267962.73,55773775.72,127563.71,18365219.57,8484519.47,29119291.1,22255611.71,27350181.29,5817979.27,683418.95,4585530.52,6031321.9,53805668.45,326147.52,16824275.61,24762030.51,66558.49,29373984.82,97131430.74,13069233.39,94549926.24,4914830.3,66199341.15,16470167.29,29222217.73,21547907.45,60055933.89,26062.95,471891887.1,10787967.22,11504832.6,2062529828,2794864.28,13668415.64,192527599,7330491.1,N
1066,41322343.96,10098968.89,70676.67,43878322.61,7181805.35,20115.93,50875397.61,56730.27,26854254.03,8870413.85,18879582.6,31956873.3,61557118.64,3776227.15,2161114.4,4451816.41,6075575.38,70623604,112681.98,28914696.7,30687297.07,11766.63,48769844.06,228522973.1,12927071.74,161702607.6,2104904.3,67704717.28,32014379.71,42731976.85,48564181.93,192870455.4,272802.9,450079542.3,15121738.17,16345006.98,3561998003,1501676.46,23909726.72,91698928.72,1191682.9,N
1117,27486874.21,5443442.3,73287.81,38179034.76,3782724.38,363293.84,51862594.5,198390.04,17350965.18,8504667.61,16852863.1,21506014.32,47118056.74,4994880.65,999521.83,5223798.49,7893298.54,51503171.17,502550.94,22357452,30397562.94,13561.35,32722619.14,82565190.81,15565331.03,83104230.14,7108066.38,39951389.81,17073254.1,30157774.5,43932256.26,234794686.3,121694.1,447336783.4,12997706.48,15098380.4,1034932455,1565037.3,32029276.95,93697599.96,2849172.9,N
1149,30170445.68,5126318.56,97350.85,52000354,3722505.56,896485.14,56754581.81,168240.95,19757442.97,7478520.23,18756816.86,23160950.19,31502288.53,6003312.24,1116234.46,6678261.72,9430897.29,50070312.26,389383.32,24039366.42,31146329.09,42678.43,28134491.66,94059491.41,14154598.6,116412309.4,6451108.94,67152258.62,22053448.96,33065434.28,43807775.6,93151197.94,38196.48,212146939.9,22494625.28,15301752.79,1312607634,2010792.58,25428146.26,77249679.17,2916767.15,N
1328,34286244.54,4691813.3,434959.68,52319452.22,4887144.33,4509501.57,34877112.95,1241716.92,16964659.27,5923092.56,33380375.6,18598708.76,33009549.24,12738671.6,1640524.28,4293389.79,10479980.11,62179109.59,2765901.88,21233995.5,24327638.37,427497.17,30711431.97,148335212.8,14977115.73,144175697.9,5030969.75,69677078.55,37534969.73,52888267.87,52946467.66,84679043.64,136808.7,866048188.6,13571819.84,10551927.44,8233131462,3173457.33,20932221.92,124969125.6,1924359.74,N
1454,38752131.44,6844773.11,149203.22,56575433.54,5161995.3,818390.3,74727583.77,197725.21,2186707545,10802733.85,26560692.46,34231221.82,50792428.48,11016730.05,1701955.78,4344893.48,6473007.11,52032704.63,2794.87,38072776.74,32614880.6,84657.24,49725018.23,192538913.1,22925983.56,179384492.1,9019511.77,107563085.5,31151561.91,69205617.98,63577590.34,155192538.2,92540.18,537662677.5,14847828.07,26173902.56,3330479492,,24672052.38,133058347.7,180148.02,N
1571,40527017.99,5846389.23,207744.39,60447689.19,4914927.76,881818.67,65250474.71,394188.62,1998686604,9732492.46,25530979.32,31393840.09,38577665.94,9921090.01,1690453.56,4269624.01,8582861.88,39820038.32,5073.78,45202707.67,29953205.11,88310.4,47238855.55,144288714.5,22011068.43,121555563,8725832.17,107199004.1,24765838.24,59313673.69,57347613.22,182869605.4,39759.5,764300598.7,14694314.79,15791932.33,3914625830,,24119757.96,86926329.79,134450.23,N
1610,23169530.48,4312074.15,48992.8,33931385.2,1594746.76,187838.81,76592020.03,55224.25,22337844.02,5438336.76,18471206.74,27436513.26,47675623.34,3658068.88,720509.76,2810962.04,4518721.48,29424969.87,223990.45,32512559.73,26451948.05,18749,39249228.08,63599831.34,9883167.63,75344715.54,3722418.43,74634926.47,12552786.1,37813624.74,14191669.06,64726555.69,15939.63,218541387.8,10234158.53,11996099.49,1690343938,592471.23,18734052.24,50673274.09,612888.25,N
1619,28292635.33,6336379.35,74797.96,25727169.62,2180057.09,40063.55,44865340.14,23076.5,22351093.83,5109270.78,20600264.1,15718544.69,31229161.46,3531348.49,717428.59,2006879.67,1825844,13617887.79,32021.89,26451536.7,22420971.95,10176.17,28534168.97,86410346.24,11406249.18,81408051.2,3019984.22,71903408.57,22637864.77,32609276.57,25432769.54,65737533.06,17643.83,236301436,11393586.95,10647651.43,2182047227,493992.76,18836126.48,38097036.23,649880.22,N
1623,25418786.71,4540370.76,222670.82,64359137.22,3673250.83,2062260.48,55888779.21,1431814.9,18227778.75,11266031.74,13800166.84,19029078.56,25613371.92,7479499.96,928323.33,4030491.96,10290229.77,50721941.15,1105311.28,43756606.44,26411943.89,85396.93,32670427.15,102969658.7,10939399.16,77183519.41,4816780.5,105791701.5,18685753.17,39790330.39,38280695.68,74469491.47,29375.41,468646154.2,17429333.99,17665270.59,2515206442,4765870.62,25718497.94,80682059.35,2874139.86,N
1656,45635991.39,6511483.56,142847.92,73050805.22,7518118.47,22062.63,73657425.8,492489.19,20544823.3,9754630.31,21233510.04,,32805135.6,13273728.72,1933280.87,4002526.81,13160418.07,55814451.01,1801071.67,42324504.25,34715138.56,67699.57,43897932.12,197990109.8,21376897.45,139084584.1,7301246.08,94696499.86,56386919.06,57371388.29,91890355.39,169685314.2,57436,910339937.3,13659645.45,11926525.85,3051655505,2178489.38,46122301.42,120691910.9,2369486.91,N
1665,41905751,7314206.75,337098.41,20852730.02,2467135.57,188625832.1,66097639.26,87061.77,1752393374,9678247.58,76726249.72,42600277.05,74615003,8497593.77,1943257.59,3957729.29,3371625.71,33567454.04,2571.31,38413175.89,28857533.73,24563.48,116262548.2,164004437.2,21465864.97,102791870.4,7572440.67,84738145.81,22889422.85,59254103.96,38189282.95,154584636,22054.22,107527973.4,28317390.36,26874461.32,1307188433,,33597154.8,324824755,423767.93,N
1697,22693554.72,4877232.24,157009.35,45429601.26,3457475.83,794687.49,40664816.99,95504.29,18522530.83,6881914.9,17535300.88,,28881860.25,7872627.31,1426318.64,2628766.88,3002805.97,31230354.81,299264.5,26766162.98,19894007.31,26934.93,26199323.28,158887331.8,11274523.78,93626498.96,5485928.22,75055203.85,28654340.85,35548657.31,50448219.85,77562057.02,8380.65,355869433.1,11052215.11,9493050.25,3986301390,1114798.73,22421483.06,46168954.04,1065967.6,N
1751,28573681.12,6178532.53,109302.71,52636059.65,6814345.24,31626.69,49727824.43,546715.12,23607023.36,12592981.12,20069419.62,19686975.04,32886028.72,7305701.02,1796765.91,3724388.68,6724508.48,39548015.54,772978.61,47067909.5,27288296.43,16791.76,34918758.04,113416651.9,17209752.99,116391048.3,8785827.38,107470540.5,25069722.09,52251794.84,47418939.53,66752111.93,134790.9,145353850.1,24863817.82,18811909.6,1233500648,2114446.35,34954008,65352327.55,2393347.19,N
1797,46144107.41,4498308.22,122029.9,28379750.09,7130335.83,17333563.29,64561057.93,263170.31,14915069.34,4994434.07,38228352.28,22390356.14,65969798.49,6070738.5,952501.31,2329208.27,3477731.18,75247609.55,411832.84,44375245.59,42260868.12,17229.8,91908145.43,54075787.78,26304445.64,108567256.6,8872708.77,52516648.63,11750604.22,95350398.57,58152931.55,120139889.7,231968.74,310547195.9,12795225.89,27426592.14,5677972.83,2991127.98,89762368.19,164381794.3,6009327.91,N
43,35049374.65,6822019.45,63291.63,36364198.5,1711130.66,168635.82,62789355.88,34218.89,28709379.22,11681264.93,31785612.6,22440570.69,44519993.87,6186841.2,1445072.6,3818401.11,1295957.22,29788459.73,94621.32,63596800.25,26267530.06,14645.21,35856685.66,109623416.2,20131043.29,196834507.1,13807058.81,89417685.05,10250106.2,51806704.96,40351182.27,167034250.8,75177.78,378208094.4,11563246.98,9904402.45,378171332.1,326684.18,28136080.58,32100029.54,1202835.42,N
96,23561890.75,5204513.83,129450.25,18791054.07,10632944.64,246437.27,37528448.91,35908.9,15008055.7,6135047.55,13178231.7,17724292.25,35616404.9,2190062.28,1204656.91,2950614.86,1382634.59,31097084.26,86309.38,24819636.11,19090190.21,15876.66,24918498.55,78277385.13,11097021.6,79649018.98,5478466.81,53778014.89,15989703.48,29740447.8,23087640.95,52297204.48,13551.01,116930384.3,14475023.66,11352165.51,478102804,1268700.42,27939046.91,43308361.96,649014.21,N
100,36187157.16,5044756.1,151053.88,34651242.42,9652313.98,2887892.81,71591890.59,98234.14,20411417.2,9422739.69,22824301.6,25989375.98,39447398.06,7239232.8,1295481.65,5383794.82,2461746.78,34277000.64,196926.27,37755552.52,32485833.79,20627.93,34399778.44,107688677,17795479.2,166948605.2,6501585.96,95653564.13,18771623.42,44597654.41,25045416.42,56718812.05,36182.53,340520243.1,18141922.64,19448742.61,2312889439,1788062.81,24898161,41068256.32,3378048.03,N
134,42784127.54,6426640.91,47644.9,52253889.7,3645502.88,123727.84,79709743.9,3192.2,28979799.95,14521844.76,23641367.79,27717389.82,49703959.92,4869498.15,1953058.42,1606122.17,872047.16,38823720.53,95158.05,58822439.04,31299296.96,5211.64,37912376.02,150447760.2,19273825.97,167407367.7,7892127.04,137850475,20907363.27,56025884.34,47283823.4,130882959.7,6931.17,317931083.2,15246506.72,16926714.81,1321912003,135403.18,28525370.73,33052102.72,924004.52,N
135,23189056.72,3024792.25,90736.98,29791529.06,5420637.89,807176.25,66496038.31,69703.31,16842328.53,8033719.31,15954557.18,20465338.94,32669700.71,4720891.35,839150.55,5568032.03,3060078.91,32065191.38,328815.03,32750948.34,22646397.73,16596.37,24445403.37,70949043.96,10631976.52,86061193.26,6026137.82,57371854.19,13448590.98,38771656.86,15576775.15,67413830.88,55178.08,359997840,12038579.53,14578074.33,2137815991,768514.32,24444366.79,37564549.56,1353325.27,N
136,44574489.72,6453362.48,75872.79,48763534.05,1334657.59,12181.5,68636015.84,16958.82,26455780.13,13134969.95,23746334.48,23771019.73,65345045.44,5638590.46,1697552.73,3915824.72,1069630.24,46044492.01,127090.26,61754494.98,31116859.96,24112.66,39582890.78,140149799.6,20074283.42,167988916.6,11992551.23,130355594.8,14325813.62,47210844.84,43713539.38,195378190.2,38156.2,264123713,13608587.31,19197913.1,983637127.1,235498.41,20354895.28,37060126.89,1334228.75,N
157,24423292.33,3166987.14,186910.83,30019663.46,8589853.9,1752630.35,49632213.22,267781.41,15222948.35,7616551.81,17549783.91,16450733.76,30402777.19,7161373.57,813612.86,4658252.63,2945116.47,24734990.74,505956.2,33455235.94,23990144.8,25548.41,32309434.6,107430889.5,12983003.87,109583791.4,7567460.91,78496586.6,16755454.8,34771431.82,24993139.09,88049105.98,92492.29,395617986.8,14536205.02,13104252.8,2581826173,4547658.85,44645065.37,68717133.36,2300024.3,N
196,26855029.66,5423364.84,73114.36,46385734.18,4590673.51,179284.66,57718513.59,268135.19,19498356.93,8222813.34,20136152.27,24119365.85,47484069.12,7756616.28,2290517.23,5608438.82,10796664.71,49959936.47,471064.23,31491823.11,32802176.81,27494.62,35206408.71,100080339.2,12976147.59,148609598.7,6983539.28,86306882.7,20176093.65,44164447.37,25553519.37,224404348.2,723192.04,213523423.1,20148295.43,21502421.69,1500236336,5977177.22,22231898.47,72350347.19,1515585.31,N
197,20277077.55,3418451.75,217780.47,33442744.54,3690318.4,2507655.08,50245051.3,125171.47,17268145.81,7684301.44,16497611.4,19813397.08,33915946.37,6388854.79,1531560.07,3906741.63,10344965.63,37854141.22,450583.99,25122608.25,25399804.03,6657.79,25678406.41,78751938.07,10876828.68,122217432.2,5393830.66,65434740.87,10513829.53,25672152.35,16321650.38,99142646.81,115407.51,574154265.7,14670951.84,14780263.78,2281001516,2157388.44,21025758.65,78458411.58,3009513.06,N
212,29093248.89,4247258.85,171918.66,32217475.03,3212829.1,1654038.78,44056799.92,131558.34,1403246584,8139546.02,16512526.69,24607783.21,31327759.88,4858694.47,1077792.04,5104754.41,4332883.96,31023254.57,2328.26,37014502.57,25145168.57,48435.91,28064280.63,87951701.34,13505125.76,94375759.48,5989975.57,64781637.62,19393061.73,27106750.19,34863860.39,156969162.1,88795.42,534034514,11340676.02,9756819.29,1491121946,,18672755.67,34972632.45,54229.33,N
218,41219226.64,5395689.75,162948.38,43061923.02,4114306.84,1260889.59,72213227.14,193920.75,1898155257,10461862.91,23024163.62,30295580.87,47816375.34,5898189.14,1454430.46,4108995.47,4485042.95,47534890.24,2938.9,47238367.78,33397170.24,53016.88,37014314.19,133728909.9,20035320.81,171239083.7,5466042.09,68833916.45,30089099.97,47893300.93,50915309.64,297200378.4,187094.84,614276889.3,13039949.61,21489701.22,4447050294,,22365843.5,97296628.05,115132.48,N
268,23219187.25,4539211.97,86239.66,42884869.49,4606449.69,601768.45,48014577.66,469223.32,15198264.95,7453574.81,19979797.1,18933395.99,35204749.64,6852442.87,1985525.17,4107871.55,9309836.53,36556986.68,729046.66,34204440.87,26414025.13,42596.82,34947978.83,65446388.5,13334881.94,108844584.2,8380046.65,69284958.33,16777052.37,37086977.69,16066463.93,105067407.2,355843.62,259076482.8,18328511.65,14367095.95,1253239156,2143848.8,25017286.3,61921585.63,2142083.97,N
357,42949813.66,5180563.03,99426.21,45631087.54,3730906.04,1484458.89,52859863.82,16781.65,17645044.57,7564177.05,16138411.24,30119616.6,41750486.4,7032632.59,3649105.96,4237922.45,2816381.01,39105526.77,87400.63,33509543.63,28905818.55,42482.89,42552103.43,246737029.2,15088267.22,137031494.6,5248560.31,135900506.6,35000731.72,53372658.25,73837086.07,310047049.4,72969.8,407373222.4,15559793.07,11078728.44,2958045696,5651133.84,20982137.02,40920575.81,565977.15,N
455,39246660.94,6587971.88,114865.74,36387100.02,2780330.01,222721.9,62943770.17,1087.4,25302381.51,7427665.82,20457597.5,22719099.01,43790933.7,7310867.3,1753885.07,1631773.27,501402.44,35378912.52,28885.76,40487841.75,26779756.73,24464.68,29178229.61,148623458.9,10932255.77,196495932.6,3678590.33,109450307.2,32012418.22,56916133.34,34577668.54,475459772.3,15853,342944201.3,10080225.27,10237404.29,4017036192,1498718.96,25957885.96,47456448.21,1233877.07,N
468,52831238.23,4831441.08,147890.92,72187992.97,4538238.64,2108192.23,65325911.68,42141.95,19797698.21,9293080.97,21973499.43,41682286.78,55233111.39,10550448.86,4770859.21,8395082.17,9099213.98,83287062.64,273090.2,28775893.8,44384346.72,28452.94,47169028.51,348681917.5,19016304.41,168250854.5,5708129.62,148070137.1,50386243.31,60432786.81,79566966.18,383542691,170854.08,308693624.4,15742059,11210237.07,2604239984,7304955.34,18860102.3,91631050.06,1468988.69,N
526,109675549.9,10687229.58,61476.78,90119210.21,2454737.56,54849.16,69166002.15,25622.47,60176868.84,6366150.8,36448283.77,50438387.17,97034874.08,10100426.31,7381766.52,19069045.39,414337.35,90572562.88,232182.66,125828700.4,34716136.19,41585.25,46801937.28,554164448.5,31516718.59,208122948.7,3253501.19,182337429.5,69148662.07,55892027.19,90678199.32,191185033.5,35314.41,17601872.83,10729759.25,9212130.64,2688948026,426869.47,3143865.73,6231575.92,110642.86,N
601,103765012.6,9634824.95,110131.21,213466633.6,5116334.59,269079.87,133327666.6,41727.62,69283078.94,15651131.49,62590726.81,94606741.74,161626204.6,37548078.51,8632436.85,20906726.21,571936.03,129691664.2,408993.9,136179575,36891533.69,145947.7,164418084.7,1351337715,72463069.84,348757332.2,12085960.94,317966706.4,72842884.84,84164531,157714639.6,374056222.8,139348.79,947517227.6,10406975.4,12776008.34,4681945841,630996.61,18902527.75,46544663.27,703824.33,N
610,21074295.98,5629217.58,176788.58,61014412.68,4224071.32,1316231.36,58208629.31,657025.96,15097256.96,7023117.77,18355789.39,19605832.53,35753938.52,6997729.17,1292116.61,2788047.98,10737652.95,57376337.72,1341894.05,21385901.23,29225950.44,39364.71,32255406.12,87892614.17,13586087.01,125297745.4,7624041.77,67146576.03,21554487.92,38862307.95,46157232.17,68215945.6,15766.47,219635063.3,13360897.18,14885818.66,1826500216,2462952.01,21412291.08,57251084.04,2186432,N
832,58011384.92,8577350.95,76221.99,54632925.76,8982236.12,72037.44,63562295.36,87453.85,27353184.95,10346355.52,24118187.89,33530855.91,42972136.05,6513136.97,2295363.31,5337308.09,9545729.84,61714101.02,241265.41,30637581.36,33900199.52,36959.33,55095187.1,209228470.2,19166421.58,137001151.5,1982889.19,90230306.66,26011729.15,39552845.61,53877228.97,158745803.2,83410.56,622599208.9,15554022.22,15198783.97,3093623233,1635698.81,27835964.71,94974004.36,1829738.26,N
884,26935690.54,4430336.36,187407.05,46041200.1,6236901.56,2247613.31,41968097.24,78480.04,18725543.69,7341024.4,19160652.55,21386203.57,41652510.94,5984838.48,1157268.45,3930747.34,5009363.87,44703812.51,155709.32,31895649.18,23109423.51,42067.31,33683671.56,130411203.4,14173692.54,105164091.5,8218353.6,87808194.4,20317865.98,40622695.93,34944986.76,87363084.79,63911.44,329437554.1,13264510.55,13241353.67,2162132376,10948726.74,16221765.63,107673089.7,2082617.56,N
956,36686259.69,4549776.99,383940.62,36793709.29,4580164.69,3780466.13,52654559.92,181994.16,18250668.19,8235739.65,32909050.35,16702648.11,32752915.3,3339357.63,1178019.04,4548986.03,9322361.81,44702651.9,75377.75,20549427.12,24508076.59,170804.49,30752578.44,113473504.2,14618008.56,98218025.48,1666800.62,62725469.29,13879932.3,27125638.59,28840027.08,216539168.2,312036.51,624340643.6,13260109.04,14634709.41,6137113512,4327078.9,15457345.89,143218029.1,4315071.78,N
1031,55209559.24,9709421.79,93050.61,61793399.63,7166464.45,23375.34,80372623.55,426017.72,30703660.31,14268036.49,29810093.67,37322628.57,47375638.08,6724303.34,1817261.04,7030992.13,13090168.87,84028747.26,321839.09,39167198.43,38585502.27,10338.31,56861537.98,173381561.3,24244792.44,164781177.6,2933229.75,88648493.04,24409847.23,47816505.16,43218563.01,140312333.2,330227.36,547460152.8,16937744.97,22914779.51,1941799221,1243409.69,37640434.38,90195021.67,1745212.82,N
1069,33890649.24,5758737.05,124196.88,55129163.12,6036388.09,436929.12,59188016.37,608366.01,22918382.17,9068690.03,21229219.84,24351960.93,36505356.6,9545008.53,1728346.77,6329132.69,10388499.64,63486818.64,818759.37,27407468.56,32478189.6,20099.62,37713109.7,121132430.9,19885853.13,144891879.8,8008859.13,88648535.09,24391180.9,36495025.12,39163381.71,149262246.5,365451.9,898889142.1,11597188.74,14754051.11,1643647934,6677604.23,25581235.64,107136309.5,4782430.01,N
1176,38822887.46,6050348.43,184086.85,56530133.85,5218482.49,930587.49,62238422.91,267767.39,1931371400,8866947.72,26050549.56,30160561.84,38891586.34,10202216.93,1574711.67,2722400.87,7138855.93,49385264.91,4353.57,40985611.14,28539847.51,58337.87,42754686.62,154896436.4,17770515.85,144028280.9,8078996.96,90390392.08,27537379.83,68510514.91,59737527.75,127936744.5,21991.43,484441533.4,14469782.86,15782154.1,3160164700,,30156337.87,78129409.8,113722.93,N
1208,30042585.94,3788193.42,167296.11,42274902.31,4311878.26,452965.86,57824039.04,282837.75,18498347.12,6265402.55,18700597.78,20050723.78,39908486.17,8117033.09,1142383.83,3680192.95,8276077.64,43394258.41,712097.87,30149144,24491679.04,75660.18,36322118.51,99827781.12,12223813.42,122011268,5605315.15,69765237.12,15781749.13,45314541.03,40518297.58,79346465.67,34708.02,1010129083,20345904.17,12640680.88,2883776308,1880329.73,32926190.67,82449933.26,3548628.79,N
1258,26167350.97,3628977.2,105659.25,52683211.62,5089509.33,73652.98,43069412.45,459874.83,19938552.41,7060339.31,16052621.45,23290873.48,38786170.81,6047412.71,1505148.53,5669724.98,8387006.97,58658312.43,834015.9,23886294.32,25137276.98,40013.64,29271186.86,91467406.75,13886319.62,96110061.31,6235336.12,73814133.77,19284834.86,42405300.98,33492481.69,36750553.91,52056.54,251237359.6,20340839.11,13742577.52,1023829854,1366810.93,26495188.76,69523587.38,2954921.61,N
1352,39848276.11,6862736.32,302168.26,55467126.43,3779295.48,738759.53,60270682.65,142037.25,1748721604,9950246.55,28344141.1,30118723.38,33733135.13,8905634.1,1544721.28,4549633.97,6130736.41,44790477.91,3313.95,49772409.05,27437574.16,131603.43,38300800.97,113626922,18521273.18,124070983.3,6171128.47,102917992.8,27354352.17,53105065.98,55251248.33,195972392.3,17158.1,462303659,11697349.94,13720763.51,4201101325,,24799920.85,40038174.7,57037.78,N
1360,35232697.12,5051303.93,166572.72,52363303.89,4994031.15,1099093.42,56753295.81,571661.87,21517420.09,6053516.87,22938754.63,25276355.7,43927038.49,11861143.89,1296023.18,7056830.65,9313955.47,49029266.58,702425.53,28448830.23,40279947.27,17356.9,32883839.18,147367045,17298980.69,144750606.2,8157159.3,107897690.8,38671397.84,65401266.57,47104682.06,110048326.7,58711.76,490977640.3,17139621.35,17720836.39,2278867196,1632435.56,39902797.12,103228268.9,4807471.23,N
1372,46698155.05,7333520.73,100846.78,66130251.26,6319082.51,102508.18,75948310.67,636757.98,31919700.94,14570048.94,27278442.47,,43694382.46,8378676.28,1786696.59,7134056.46,13458440.66,64653388.17,1313793.53,46472023.82,37088751.41,91691.7,56235875.68,144553786.6,28677150.68,171754236.1,16919215.18,93205306.1,29625537.85,55228885.76,64644929.98,162979137.3,1306777.98,478913811.7,13752393.3,19449073.95,1818752812,607512.81,37873924.03,73447608.13,2230220.38,N
1382,31039484.67,4888419.55,100718.93,52442382.53,4914425.65,273893.28,68675510.15,569437.36,17796461.31,8271545.32,20452432.99,23745795.86,39157299.8,10287041.93,1330632.11,6222208.15,8670244.4,46259816.82,823148.05,32081912.83,38369058.43,27127.52,32614326.64,111710659.5,17386429.47,107809934.1,6493515.31,105888235.6,32137737.6,43698622.28,42926155.81,53957275.53,17414.77,372121494.4,15119553.08,16815996.46,1848609316,880372.23,31575558.93,77944644.48,1881572.28,N
1413,29428703.34,6155218.44,126199.99,62709686.88,3339746.08,321723.41,67985129.15,422947.83,19118173.5,7340291.37,18113169.91,26423893.73,34362813.5,9159557.48,907142.59,6421678.85,9863337.77,53309730.81,1108404.32,24083160.54,42941191.9,22590.11,30183684.36,112747341.6,13127335.68,98944730.04,5648237.92,84061607.48,28707474.21,50367698.89,35052986.39,41051582.91,29749.69,237092512.5,12058096.01,14273643.95,3981017306,667155.61,29548727.22,73619356.4,1322259.38,N
1419,23144211.88,2753965.09,357500.19,47026024.72,3530307.77,11483283.81,48752459.23,277613.88,15056492.17,6458971.89,25024077.15,20562904.97,29448055.5,8162582.88,676757.98,4253476.01,7850221.87,36290907.97,567940.76,26066107.75,26087632.67,39401.84,26555161.6,111034954.2,11809502.56,91293552.63,4229457.19,89196397.15,20839253.96,33095368.83,34611026.88,132481746,94904.76,710631479.7,18605149.4,11991973.73,3892972398,3280419.35,18956200.52,175763850.1,9099542.57,N
1490,28764892.17,3012729.62,147842.91,30894996.77,2476649.21,630351.51,38662618.46,99426.45,16800026.85,7652639.61,16530597.61,16764108.95,21125054.33,8018576.55,1361974.64,3507198.96,1956108.38,26911524.63,284061.67,30956405.53,18443978.41,56827.38,30356889.31,111993161.9,14074009.79,95722882.7,8435717.29,66580484.26,20621026.75,35447800.08,31299685.89,255112682.8,125071.95,483050572.6,8145764.73,10629261.63,3275746451,2338267.08,19047484.92,47850402.64,1431298.67,N
1558,40447993.57,9612797.09,172341.09,1811827.66,1173296.18,1164246.62,15005772.17,0,32823962.19,1925258.88,24482304.99,9113653.19,56016473.32,434774.25,0,190349.37,18132.05,2729410.11,0,54935881.67,5863705.6,20261.69,43144702.12,112879502.4,8207011.99,81553667.24,3594484.75,129152162.1,15719308.89,37556505.84,15393122.88,52791465.33,2050.38,21796855.54,21189787.55,7072115.43,6118020771,132552.5,19365701.14,10259170.8,39124.84,N
1604,36281319.82,6768915.14,130583.52,74546959.85,7859384.29,243230.03,62527333.47,153782.97,22296240.65,8757547.92,21649811.93,,33588788.31,12124874.35,2032677.12,3467992.8,9590801.57,49380924.29,1009102.46,38832606.8,34899482.39,62429.54,42292429.88,191082583.8,16779454.98,142814816,7148279.5,92038495.78,36836793.72,48884788.85,75095317.06,113518738.5,31415.65,1113653970,13825333.96,14583818.66,4040093562,1212426.04,32785971.77,59311074.47,2250200.13,N
1620,15728893.71,2601900.33,293530.82,11769591.81,1296396.75,5560185.67,42839825.52,28810.62,17962214,4322555.65,25111896.57,12391084.46,32337250.25,2958655.1,307583.15,1808232.46,2322607.03,12647984.1,103266.01,14631534.34,11689073.07,76276.4,25370577.02,28193108.85,9144002.13,77747038.87,4535830.49,38100890.15,5010083.26,13159121.24,8091655.72,84591735.17,70091.62,305678165.6,10732192,9258250.96,1900542218,608045.04,13751166.05,84769579.26,2979278.48,N
1628,42511513.41,5423629.76,81642.99,66319006.23,5898296.35,188057.07,83734971.08,710898.31,24161541.81,14100130.1,20768742.37,,44935252.07,8533445.87,1624381.97,8789379.96,14475407.57,48595950.75,1902041.44,43531759.86,32205953.74,54249.34,41043352.9,162060955.7,20953943.39,152130837.1,11085051.22,86654014.96,25311985.22,44467473.66,71634337.43,103155657.4,80075.21,607995062.6,16826238.86,21324454.92,2049051506,1835328.91,35145798.07,59235766.34,1350513.42,N
1661,37253553.49,2070620.39,1934691.99,4794234.03,636265.8,149519226.1,23797256.73,33940.08,645965695.7,1660983.76,85741182.31,8273582.26,47543557.21,997440.14,516178.88,1111842.83,856526.02,14105976.38,316.81,12402318.8,11135484.64,515977.06,64451406.88,129321019,4839582,87641296.85,5468065.17,63587224.32,4143165.88,50185105.34,9110752.66,535891718.9,63160.26,2058681544,34999821.48,7009921.36,11967183264,,23124629.49,943892508.3,411837.48,N
1675,33299204.08,5137943.11,251626.51,42832401.8,3027261.77,7204948.06,54433636.42,304788.85,21821024.13,11064232.56,26374841.97,18989729.23,34985819.78,7917282.02,685001.55,3318463.88,4235183.77,47662737.34,97940.01,40998268.94,30914172.2,27824.02,23492361.41,94855352.69,11449750.12,118592801.8,4820282.61,88160310.13,21766967.36,31195695.23,31112919.34,108299022.4,24204.41,490052342.8,19888267.34,15259626.66,4280759880,2573152.82,26148027.41,114503825.5,5871714.81,N
1692,51304802.91,9063677.4,64843.4,61467904.65,7012419.53,421521.48,112344039.9,605809.46,37526432.97,25385659.73,34357465.69,35545213.34,70672150.23,15284753.94,2606814.53,8026741.68,6036193.06,65305462.62,398968.17,78820428.05,58618777.26,13538.72,52133288.93,238696853.5,26371168.86,143430259.1,11641158.13,189541976.3,45077949.94,73388226.4,55185644.72,68403350.07,26537.19,183047963.9,31086305.72,44642605.27,745626658.5,3923149.8,52872480.34,97818476.05,2021738.64,N
