Isoform	hg19.kgXref.kgID	Gen
uc003hdi.2	uc003hdi.2	UBA6|55236
uc003hdj.2	uc003hdj.2	UBA6|55236
uc003cxr.2	uc003cxr.2	UBA7|7318
uc004cgs.1	uc004cgs.1	UBAC1|10422
uc004cgt.2	uc004cgt.2	UBAC1|10422
uc004cgu.2	uc004cgu.2	UBAC1|10422
uc001voa.3	uc001voa.3	UBAC2|337867
uc001vob.3	uc001vob.3	UBAC2|337867
uc001voc.2	uc001voc.2	UBAC2|337867
uc001vod.2	uc001vod.2	UBAC2|337867
uc001voh.2	uc001voh.2	UBAC2|337867
uc010tiu.1	uc010tiu.1	UBAC2|337867
uc010tiv.1	uc010tiv.1	UBAC2|337867
uc010tiw.1	uc010tiw.1	UBAC2|337867
uc003ztx.2	uc003ztx.2	UBAP1|51271
uc003zty.2	uc003zty.2	UBAP1|51271
uc003ztz.2	uc003ztz.2	UBAP1|51271
uc010mka.1	uc010mka.1	UBAP1|51271
uc011loi.1	uc011loi.1	UBAP1|51271
uc011loj.1	uc011loj.1	UBAP1|51271
uc001fen.1	uc001fen.1	UBAP2L|9898
uc001fep.3	uc001fep.3	UBAP2L|9898
uc001feq.2	uc001feq.2	UBAP2L|9898
uc001fer.2	uc001fer.2	UBAP2L|9898
uc009wot.2	uc009wot.2	UBAP2L|9898
uc010pek.1	uc010pek.1	UBAP2L|9898
uc010pel.1	uc010pel.1	UBAP2L|9898
uc010pem.1	uc010pem.1	UBAP2L|9898
uc010pen.1	uc010pen.1	UBAP2L|9898
uc003ztn.1	uc003ztn.1	UBAP2|55833
uc003zto.1	uc003zto.1	UBAP2|55833
uc003ztp.1	uc003ztp.1	UBAP2|55833
uc003ztq.1	uc003ztq.1	UBAP2|55833
uc003ztr.2	uc003ztr.2	UBAP2|55833
uc003zts.2	uc003zts.2	UBAP2|55833
uc011loc.1	uc011loc.1	UBAP2|55833
uc011lod.1	uc011lod.1	UBAP2|55833
uc011loe.1	uc011loe.1	UBAP2|55833
uc011lof.1	uc011lof.1	UBAP2|55833
uc011log.1	uc011log.1	UBAP2|55833
uc002zbe.2	uc002zbe.2	UBASH3A|53347
uc002zbf.2	uc002zbf.2	UBASH3A|53347
uc010gpc.2	uc010gpc.2	UBASH3A|53347
uc010gpd.2	uc010gpd.2	UBASH3A|53347
uc010gpe.2	uc010gpe.2	UBASH3A|53347
uc001pyi.3	uc001pyi.3	UBASH3B|84959
uc002gpx.2	uc002gpx.2	UBB|7314
uc010vwe.1	uc010vwe.1	UBB|7314
uc001ugr.2	uc001ugr.2	UBC|7316
uc001ugs.3	uc001ugs.3	UBC|7316
uc001ugt.2	uc001ugt.2	UBC|7316
uc001ugu.1	uc001ugu.1	UBC|7316
uc001ugv.2	uc001ugv.2	UBC|7316
uc001ugw.2	uc001ugw.2	UBC|7316
uc009zyf.1	uc009zyf.1	UBC|7316
uc003nmo.2	uc003nmo.2	UBD|10537
uc004erl.2	uc004erl.2	UBE2A|7319
uc004erm.2	uc004erm.2	UBE2A|7319
uc004ern.2	uc004ern.2	UBE2A|7319
uc004ero.2	uc004ero.2	UBE2A|7319
uc004erp.2	uc004erp.2	UBE2A|7319
uc003kzh.2	uc003kzh.2	UBE2B|7320
uc003pjp.2	uc003pjp.2	UBE2CBP|90025
uc003pjq.2	uc003pjq.2	UBE2CBP|90025
uc003pjr.2	uc003pjr.2	UBE2CBP|90025
uc011dyx.1	uc011dyx.1	UBE2CBP|90025
uc002xpl.2	uc002xpl.2	UBE2C|11065
uc002xpm.2	uc002xpm.2	UBE2C|11065
uc002xpn.2	uc002xpn.2	UBE2C|11065
uc002xpo.2	uc002xpo.2	UBE2C|11065
uc002xpp.2	uc002xpp.2	UBE2C|11065
uc002xpq.2	uc002xpq.2	UBE2C|11065
uc001jke.1	uc001jke.1	UBE2D1|7321
uc003leq.2	uc003leq.2	UBE2D2|7322
uc003ler.2	uc003ler.2	UBE2D2|7322
uc003hwh.2	uc003hwh.2	UBE2D3|7323
uc003hwi.2	uc003hwi.2	UBE2D3|7323
uc003hwj.2	uc003hwj.2	UBE2D3|7323
uc003hwk.2	uc003hwk.2	UBE2D3|7323
uc003hwl.2	uc003hwl.2	UBE2D3|7323
uc003hwo.2	uc003hwo.2	UBE2D3|7323
uc003hwp.2	uc003hwp.2	UBE2D3|7323
uc003hwq.2	uc003hwq.2	UBE2D3|7323
uc003hwr.2	uc003hwr.2	UBE2D3|7323
uc011cet.1	uc011cet.1	UBE2D3|7323
uc011ceu.1	uc011ceu.1	UBE2D3|7323
uc003tja.1	uc003tja.1	UBE2D4|51619
uc003tjb.1	uc003tjb.1	UBE2D4|51619
uc011mqw.1	uc011mqw.1	UBE2DNL|100131816
uc003cch.2	uc003cch.2	UBE2E1|7324
uc003cci.2	uc003cci.2	UBE2E1|7324
uc011awh.1	uc011awh.1	UBE2E1|7324
uc003ccg.2	uc003ccg.2	UBE2E2|7325
uc010hfc.2	uc010hfc.2	UBE2E2|7325
uc002unq.1	uc002unq.1	UBE2E3|10477
uc002unr.1	uc002unr.1	UBE2E3|10477
uc010fri.1	uc010fri.1	UBE2E3|10477
uc002vxk.2	uc002vxk.2	UBE2F|140739
uc002vxl.2	uc002vxl.2	UBE2F|140739
uc010znn.1	uc010znn.1	UBE2F|140739
uc010zno.1	uc010zno.1	UBE2F|140739
uc010znp.1	uc010znp.1	UBE2F|140739
uc002fxs.2	uc002fxs.2	UBE2G1|7326
uc002zfx.2	uc002zfx.2	UBE2G2|7327
uc002zfy.2	uc002zfy.2	UBE2G2|7327
uc003vpf.1	uc003vpf.1	UBE2H|7328
uc003vpg.1	uc003vpg.1	UBE2H|7328
uc002clc.1	uc002clc.1	UBE2I|7329
uc002cld.1	uc002cld.1	UBE2I|7329
uc002cle.1	uc002cle.1	UBE2I|7329
uc002clf.1	uc002clf.1	UBE2I|7329
uc002clg.1	uc002clg.1	UBE2I|7329
uc002clh.1	uc002clh.1	UBE2I|7329
uc002cli.1	uc002cli.1	UBE2I|7329
uc003pnc.2	uc003pnc.2	UBE2J1|51465
uc010kcb.2	uc010kcb.2	UBE2J1|51465
uc001adm.2	uc001adm.2	UBE2J2|118424
uc001adn.2	uc001adn.2	UBE2J2|118424
uc001ado.2	uc001ado.2	UBE2J2|118424
uc001adp.2	uc001adp.2	UBE2J2|118424
uc001adq.2	uc001adq.2	UBE2J2|118424
uc001adr.2	uc001adr.2	UBE2J2|118424
uc001ads.2	uc001ads.2	UBE2J2|118424
uc003guq.3	uc003guq.3	UBE2K|3093
uc003gus.3	uc003gus.3	UBE2K|3093
uc003gut.3	uc003gut.3	UBE2K|3093
uc003guu.3	uc003guu.3	UBE2K|3093
uc010ifn.2	uc010ifn.2	UBE2K|3093
uc011byq.1	uc011byq.1	UBE2K|3093
uc002zuz.1	uc002zuz.1	UBE2L3|7332
uc002zva.1	uc002zva.1	UBE2L3|7332
uc010gti.1	uc010gti.1	UBE2L3|7332
uc011aig.1	uc011aig.1	UBE2L3|7332
uc001nkn.1	uc001nkn.1	UBE2L6|9246
uc001nko.1	uc001nko.1	UBE2L6|9246
uc002edv.1	uc002edv.1	UBE2MP1|606551
uc002qtl.3	uc002qtl.3	UBE2M|9040
uc004fca.2	uc004fca.2	UBE2NL|389898
uc001tcp.2	uc001tcp.2	UBE2N|7334
uc002jrl.3	uc002jrl.3	UBE2O|63893
uc002jrm.3	uc002jrm.3	UBE2O|63893
uc002jrn.3	uc002jrn.3	UBE2O|63893
uc001fff.1	uc001fff.1	UBE2Q1|55585
uc002bkn.1	uc002bkn.1	UBE2Q2P1|388165
uc002bbg.2	uc002bbg.2	UBE2Q2|92912
uc002bbh.2	uc002bbh.2	UBE2Q2|92912
uc002bbi.2	uc002bbi.2	UBE2Q2|92912
uc010umn.1	uc010umn.1	UBE2Q2|92912
uc003jdp.3	uc003jdp.3	UBE2QL1|134111
uc003ztm.2	uc003ztm.2	UBE2R2|54926
uc002qkx.1	uc002qkx.1	UBE2S|27338
uc001gxx.3	uc001gxx.3	UBE2T|29089
uc001dbn.1	uc001dbn.1	UBE2U|148581
uc002xva.2	uc002xva.2	UBE2V1|7335
uc002xvb.2	uc002xvb.2	UBE2V1|7335
uc002xvc.2	uc002xvc.2	UBE2V1|7335
uc002xvd.2	uc002xvd.2	UBE2V1|7335
uc002xve.2	uc002xve.2	UBE2V1|7335
uc003xqm.2	uc003xqm.2	UBE2V2|7336
uc003xzt.2	uc003xzt.2	UBE2W|55284
uc003xzu.2	uc003xzu.2	UBE2W|55284
uc003xzv.2	uc003xzv.2	UBE2W|55284
uc003xzw.2	uc003xzw.2	UBE2W|55284
uc002ioi.2	uc002ioi.2	UBE2Z|65264
uc001zaq.2	uc001zaq.2	UBE3A|7337
uc001zar.2	uc001zar.2	UBE3A|7337
uc001zas.2	uc001zas.2	UBE3A|7337
uc001zat.2	uc001zat.2	UBE3A|7337
uc001zau.1	uc001zau.1	UBE3A|7337
uc001tol.1	uc001tol.1	UBE3B|89910
uc001tom.2	uc001tom.2	UBE3B|89910
uc001ton.2	uc001ton.2	UBE3B|89910
uc001too.1	uc001too.1	UBE3B|89910
uc001top.2	uc001top.2	UBE3B|89910
uc001toq.2	uc001toq.2	UBE3B|89910
uc001tor.2	uc001tor.2	UBE3B|89910
uc001tos.2	uc001tos.2	UBE3B|89910
uc001tot.2	uc001tot.2	UBE3B|89910
uc009zvj.1	uc009zvj.1	UBE3B|89910
uc010sxp.1	uc010sxp.1	UBE3B|89910
uc003wnf.2	uc003wnf.2	UBE3C|9690
uc003wng.2	uc003wng.2	UBE3C|9690
uc003wni.3	uc003wni.3	UBE3C|9690
uc010lqs.2	uc010lqs.2	UBE3C|9690
uc001psv.2	uc001psv.2	UBE4A|9354
uc001psw.2	uc001psw.2	UBE4A|9354
uc001aqr.3	uc001aqr.3	UBE4B|10277
uc001aqs.3	uc001aqs.3	UBE4B|10277
uc001aqt.1	uc001aqt.1	UBE4B|10277
uc001aqu.2	uc001aqu.2	UBE4B|10277
uc010oai.1	uc010oai.1	UBE4B|10277
uc010oaj.1	uc010oaj.1	UBE4B|10277
uc002dlv.2	uc002dlv.2	UBFD1|56061
uc001asg.2	uc001asg.2	UBIAD1|29914
uc001usp.2	uc001usp.2	UBL3|5412
uc004flo.2	uc004flo.2	UBL4A|8266
uc001dzc.2	uc001dzc.2	UBL4B|164153
uc002mmi.1	uc002mmi.1	UBL5|59286
uc002mmj.1	uc002mmj.1	UBL5|59286
uc002axw.1	uc002axw.1	UBL7|84993
uc002axx.1	uc002axx.1	UBL7|84993
uc002axy.1	uc002axy.1	UBL7|84993
uc002axz.1	uc002axz.1	UBL7|84993
uc010bjr.1	uc010bjr.1	UBL7|84993
uc003lxq.2	uc003lxq.2	UBLCP1|134510
uc002cyb.2	uc002cyb.2	UBN1|29855
uc002cyc.2	uc002cyc.2	UBN1|29855
uc010uxw.1	uc010uxw.1	UBN1|29855
uc003vuv.2	uc003vuv.2	UBN2|254048
uc011kqr.1	uc011kqr.1	UBN2|254048
uc002whw.2	uc002whw.2	UBOX5|22888
uc002whx.2	uc002whx.2	UBOX5|22888
uc002why.1	uc002why.1	UBOX5|22888
uc003cfq.3	uc003cfq.3	UBP1|7342
uc003cfr.3	uc003cfr.3	UBP1|7342
uc010hga.2	uc010hga.2	UBP1|7342
uc004amv.2	uc004amv.2	UBQLN1|29979
uc004amw.2	uc004amw.2	UBQLN1|29979
uc004dus.2	uc004dus.2	UBQLN2|29978
uc011moq.1	uc011moq.1	UBQLN2|29978
uc001may.1	uc001may.1	UBQLN3|50613
uc001fna.2	uc001fna.2	UBQLN4|56893
uc010pgx.1	uc010pgx.1	UBQLN4|56893
uc001maz.3	uc001maz.3	UBQLNL|143630
uc001zqq.2	uc001zqq.2	UBR1|197131
uc010udk.1	uc010udk.1	UBR1|197131
uc003osf.2	uc003osf.2	UBR2|23304
uc003osh.2	uc003osh.2	UBR2|23304
uc010jxv.1	uc010jxv.1	UBR2|23304
uc011dur.1	uc011dur.1	UBR2|23304
uc011dus.1	uc011dus.1	UBR2|23304
uc011dut.1	uc011dut.1	UBR2|23304
uc011duu.1	uc011duu.1	UBR2|23304
uc002ufr.3	uc002ufr.3	UBR3|130507
uc002uft.3	uc002uft.3	UBR3|130507
uc002ufu.3	uc002ufu.3	UBR3|130507
uc010fqa.2	uc010fqa.2	UBR3|130507
uc010zdi.1	uc010zdi.1	UBR3|130507
uc010zdj.1	uc010zdj.1	UBR3|130507
uc001bbe.1	uc001bbe.1	UBR4|23352
uc001bbf.2	uc001bbf.2	UBR4|23352
uc001bbg.2	uc001bbg.2	UBR4|23352
uc001bbh.2	uc001bbh.2	UBR4|23352
uc001bbi.2	uc001bbi.2	UBR4|23352
uc001bbj.1	uc001bbj.1	UBR4|23352
uc001bbk.1	uc001bbk.1	UBR4|23352
uc001bbl.1	uc001bbl.1	UBR4|23352
uc001bbm.1	uc001bbm.1	UBR4|23352
uc009vph.2	uc009vph.2	UBR4|23352
uc010ocv.1	uc010ocv.1	UBR4|23352
uc010ocw.1	uc010ocw.1	UBR4|23352
uc003ykq.2	uc003ykq.2	UBR5|51366
uc003ykr.1	uc003ykr.1	UBR5|51366
uc003yks.1	uc003yks.1	UBR5|51366
uc001ybm.3	uc001ybm.3	UBR7|55148
uc001ybn.3	uc001ybn.3	UBR7|55148
uc010auq.2	uc010auq.2	UBR7|55148
uc001knv.1	uc001knv.1	UBTD1|80019
uc003mbp.1	uc003mbp.1	UBTD2|92181
uc010rub.1	uc010rub.1	UBTFL1|642623
uc002igb.2	uc002igb.2	UBTF|7343
uc002igc.2	uc002igc.2	UBTF|7343
uc002igd.2	uc002igd.2	UBTF|7343
uc002ige.2	uc002ige.2	UBTF|7343
uc010czs.2	uc010czs.2	UBTF|7343
uc010czt.2	uc010czt.2	UBTF|7343
uc001bdb.2	uc001bdb.2	UBXN10|127733
uc001blv.2	uc001blv.2	UBXN11|91544
uc001blw.2	uc001blw.2	UBXN11|91544
uc001blx.2	uc001blx.2	UBXN11|91544
uc001bly.2	uc001bly.2	UBXN11|91544
uc001blz.1	uc001blz.1	UBXN11|91544
uc001bma.2	uc001bma.2	UBXN11|91544
uc001bmb.1	uc001bmb.1	UBXN11|91544
uc010ofb.1	uc010ofb.1	UBXN11|91544
uc010ofc.1	uc010ofc.1	UBXN11|91544
uc001nuj.2	uc001nuj.2	UBXN1|51035
uc001nuk.2	uc001nuk.2	UBXN1|51035
uc001nul.1	uc001nul.1	UBXN1|51035
uc001num.1	uc001num.1	UBXN1|51035
uc010rme.1	uc010rme.1	UBXN1|51035
uc010rmf.1	uc010rmf.1	UBXN1|51035
uc002rem.2	uc002rem.2	UBXN2A|165324
uc002ren.2	uc002ren.2	UBXN2A|165324
uc010exy.2	uc010exy.2	UBXN2A|165324
uc010ykj.1	uc010ykj.1	UBXN2A|165324
uc003xtl.2	uc003xtl.2	UBXN2B|137886
uc002tur.2	uc002tur.2	UBXN4|23190
uc002tus.2	uc002tus.2	UBXN4|23190
uc002tut.2	uc002tut.2	UBXN4|23190
uc002mam.1	uc002mam.1	UBXN6|80700
uc002man.1	uc002man.1	UBXN6|80700
uc010dty.1	uc010dty.1	UBXN6|80700
uc003fwm.3	uc003fwm.3	UBXN7|26043
uc003fwn.3	uc003fwn.3	UBXN7|26043
uc010iae.2	uc010iae.2	UBXN7|26043
uc010iaf.2	uc010iaf.2	UBXN7|26043
uc003xii.2	uc003xii.2	UBXN8|7993
uc003xij.2	uc003xij.2	UBXN8|7993
uc010lvi.2	uc010lvi.2	UBXN8|7993
uc011lbb.1	uc011lbb.1	UBXN8|7993
uc002nbr.3	uc002nbr.3	UCA1|652995
uc003gvo.2	uc003gvo.2	UCHL1|7345
uc003gvp.2	uc003gvp.2	UCHL1|7345
uc003gvq.2	uc003gvq.2	UCHL1|7345
uc003gvr.2	uc003gvr.2	UCHL1|7345
uc003gvs.2	uc003gvs.2	UCHL1|7345
uc001vjq.2	uc001vjq.2	UCHL3|7347
uc001vjr.2	uc001vjr.2	UCHL3|7347
uc001gsm.2	uc001gsm.2	UCHL5|51377
uc001gsn.2	uc001gsn.2	UCHL5|51377
uc001gso.2	uc001gso.2	UCHL5|51377
uc001gsp.2	uc001gsp.2	UCHL5|51377
uc001gsq.2	uc001gsq.2	UCHL5|51377
uc001gsr.1	uc001gsr.1	UCHL5|51377
uc010pov.1	uc010pov.1	UCHL5|51377
uc010pow.1	uc010pow.1	UCHL5|51377
uc010pox.1	uc010pox.1	UCHL5|51377
uc004cay.2	uc004cay.2	UCK1|83549
uc004caz.2	uc004caz.2	UCK1|83549
uc004cba.2	uc004cba.2	UCK1|83549
uc010mzk.2	uc010mzk.2	UCK1|83549
uc001gdp.2	uc001gdp.2	UCK2|7371
uc010plb.1	uc010plb.1	UCK2|7371
uc011abp.1	uc011abp.1	UCKL1AS|100113386
uc002yhj.2	uc002yhj.2	UCKL1|54963
uc010gkn.2	uc010gkn.2	UCKL1|54963
uc011abm.1	uc011abm.1	UCKL1|54963
uc011abn.1	uc011abn.1	UCKL1|54963
uc011abo.1	uc011abo.1	UCKL1|54963
uc001imd.2	uc001imd.2	UCMA|221044
uc003cty.1	uc003cty.1	UCN2|90226
uc001ihx.1	uc001ihx.1	UCN3|114131
uc002rjp.1	uc002rjp.1	UCN|7349
uc011chj.1	uc011chj.1	UCP1|7350
uc011chk.1	uc011chk.1	UCP1|7350
uc001oup.1	uc001oup.1	UCP2|7351
uc001ouq.1	uc001ouq.1	UCP2|7351
uc001our.2	uc001our.2	UCP3|7352
uc001ous.2	uc001ous.2	UCP3|7352
uc001mot.2	uc001mot.2	UEVLD|55293
uc001mou.2	uc001mou.2	UEVLD|55293
uc001mov.2	uc001mov.2	UEVLD|55293
uc010rde.1	uc010rde.1	UEVLD|55293
uc010rdf.1	uc010rdf.1	UEVLD|55293
uc010rdg.1	uc010rdg.1	UEVLD|55293
uc010rdh.1	uc010rdh.1	UEVLD|55293
uc001fyd.3	uc001fyd.3	UFC1|51506
uc002zpm.2	uc002zpm.2	UFD1L|7353
uc002zpo.2	uc002zpo.2	UFD1L|7353
uc002zpp.2	uc002zpp.2	UFD1L|7353
uc010grq.2	uc010grq.2	UFD1L|7353
uc011agy.1	uc011agy.1	UFD1L|7353
uc001uwu.2	uc001uwu.2	UFM1|51569
uc010abz.2	uc010abz.2	UFM1|51569
uc010aca.2	uc010aca.2	UFM1|51569
uc003uxc.3	uc003uxc.3	UFSP1|402682
uc003ixn.2	uc003ixn.2	UFSP2|55325
uc003ixo.2	uc003ixo.2	UFSP2|55325
uc003ixp.2	uc003ixp.2	UFSP2|55325
uc003ixq.2	uc003ixq.2	UFSP2|55325
uc004bft.2	uc004bft.2	UGCG|7357
uc003guk.1	uc003guk.1	UGDH|7358
uc003gul.1	uc003gul.1	UGDH|7358
uc011byp.1	uc011byp.1	UGDH|7358
uc002tpr.2	uc002tpr.2	UGGT1|56886
uc002tps.2	uc002tps.2	UGGT1|56886
uc010fme.1	uc010fme.1	UGGT1|56886
uc001vms.2	uc001vms.2	UGGT2|55757
uc001vmt.2	uc001vmt.2	UGGT2|55757
uc001vmu.1	uc001vmu.1	UGGT2|55757
uc001vmv.2	uc001vmv.2	UGGT2|55757
uc010afo.2	uc010afo.2	UGGT2|55757
uc010afp.2	uc010afp.2	UGGT2|55757
uc002scl.2	uc002scl.2	UGP2|7360
uc002scm.2	uc002scm.2	UGP2|7360
uc010ypx.1	uc010ypx.1	UGP2|7360
uc002vuq.3	uc002vuq.3	UGT1A10|54575
uc002vur.2	uc002vur.2	UGT1A10|54575
uc002vvb.2	uc002vvb.2	UGT1A1|54658
uc010znc.1	uc010znc.1	UGT1A1|54658
uc002vuy.2	uc002vuy.2	UGT1A3|54659
uc010znb.1	uc010znb.1	UGT1A3|54659
uc002vux.2	uc002vux.2	UGT1A4|54657
uc010zna.1	uc010zna.1	UGT1A4|54657
uc002vuw.2	uc002vuw.2	UGT1A5|54579
uc010zmz.1	uc010zmz.1	UGT1A5|54579
uc002vuu.2	uc002vuu.2	UGT1A6|54578
uc002vuv.3	uc002vuv.3	UGT1A6|54578
uc010zmy.1	uc010zmy.1	UGT1A6|54578
uc002vut.2	uc002vut.2	UGT1A7|54577
uc010zmx.1	uc010zmx.1	UGT1A7|54577
uc002vup.2	uc002vup.2	UGT1A8|54576
uc010zmv.1	uc010zmv.1	UGT1A8|54576
uc002vus.2	uc002vus.2	UGT1A9|54600
uc002vva.2	uc002vva.2	UGT1A9|54600
uc010zmw.1	uc010zmw.1	UGT1A9|54600
uc003hem.3	uc003hem.3	UGT2A1|10941
uc010ihs.2	uc010ihs.2	UGT2A1|10941
uc010iht.2	uc010iht.2	UGT2A1|10941
uc010ihu.2	uc010ihu.2	UGT2A1|10941
uc011caq.1	uc011caq.1	UGT2A1|10941
uc003hef.2	uc003hef.2	UGT2A3|79799
uc010ihp.1	uc010ihp.1	UGT2A3|79799
uc003hee.2	uc003hee.2	UGT2B10|7365
uc011cam.1	uc011cam.1	UGT2B10|7365
uc011can.1	uc011can.1	UGT2B10|7365
uc011cao.1	uc011cao.1	UGT2B10|7365
uc003heh.2	uc003heh.2	UGT2B11|10720
uc011cal.1	uc011cal.1	UGT2B15|7366
uc003hej.2	uc003hej.2	UGT2B28|54490
uc010ihr.2	uc010ihr.2	UGT2B28|54490
uc003hek.3	uc003hek.3	UGT2B4|7363
uc003hel.3	uc003hel.3	UGT2B4|7363
uc011cap.1	uc011cap.1	UGT2B4|7363
uc003heg.3	uc003heg.3	UGT2B7|7364
uc010ihq.2	uc010ihq.2	UGT2B7|7364
uc003jjv.1	uc003jjv.1	UGT3A1|133688
uc003jjw.1	uc003jjw.1	UGT3A1|133688
uc003jjy.1	uc003jjy.1	UGT3A1|133688
uc011coq.1	uc011coq.1	UGT3A1|133688
uc011cor.1	uc011cor.1	UGT3A1|133688
uc003jjz.1	uc003jjz.1	UGT3A2|167127
uc011cos.1	uc011cos.1	UGT3A2|167127
uc011cot.1	uc011cot.1	UGT3A2|167127
uc003ibs.2	uc003ibs.2	UGT8|7368
uc003ibt.2	uc003ibt.2	UGT8|7368
uc011cge.1	uc011cge.1	UGT8|7368
uc001gcb.1	uc001gcb.1	UHMK1|127933
uc001gcc.1	uc001gcc.1	UHMK1|127933
uc009wuu.1	uc009wuu.1	UHMK1|127933
uc001tgp.2	uc001tgp.2	UHRF1BP1L|23074
uc001tgq.2	uc001tgq.2	UHRF1BP1L|23074
uc001tgr.2	uc001tgr.2	UHRF1BP1L|23074
uc003oju.3	uc003oju.3	UHRF1BP1|54887
uc010jvm.1	uc010jvm.1	UHRF1BP1|54887
uc010jvn.2	uc010jvn.2	UHRF1BP1|54887
uc010jvo.2	uc010jvo.2	UHRF1BP1|54887
uc002mbo.2	uc002mbo.2	UHRF1|29128
uc002mbp.2	uc002mbp.2	UHRF1|29128
uc010duf.2	uc010duf.2	UHRF1|29128
uc010xik.1	uc010xik.1	UHRF1|29128
uc003zjy.2	uc003zjy.2	UHRF2|115426
uc003zjz.2	uc003zjz.2	UHRF2|115426
uc003zka.1	uc003zka.1	UHRF2|115426
uc003zkb.2	uc003zkb.2	UHRF2|115426
uc003mfc.1	uc003mfc.1	UIMC1|51720
uc003mfd.1	uc003mfd.1	UIMC1|51720
uc003mfe.1	uc003mfe.1	UIMC1|51720
uc003mff.1	uc003mff.1	UIMC1|51720
uc003mfg.1	uc003mfg.1	UIMC1|51720
uc003mfh.1	uc003mfh.1	UIMC1|51720
uc010jkj.1	uc010jkj.1	UIMC1|51720
uc011dfp.1	uc011dfp.1	UIMC1|51720
uc011dfq.1	uc011dfq.1	UIMC1|51720
uc003qnp.2	uc003qnp.2	ULBP1|80329
uc003qno.2	uc003qno.2	ULBP2|80328
uc010kij.2	uc010kij.2	ULBP2|80328
uc011eeh.1	uc011eeh.1	ULBP2|80328
uc003qns.3	uc003qns.3	ULBP3|79465
uc011eej.1	uc011eej.1	ULBP3|79465
uc011eek.1	uc011eek.1	ULBP3|79465
uc001uje.2	uc001uje.2	ULK1|8408
uc002gwm.3	uc002gwm.3	ULK2|9706
uc002gwn.2	uc002gwn.2	ULK2|9706
uc002ayv.2	uc002ayv.2	ULK3|25989
uc010bkf.1	uc010bkf.1	ULK3|25989
uc010ulp.1	uc010ulp.1	ULK3|25989
uc010ulq.1	uc010ulq.1	ULK3|25989
uc010ulr.1	uc010ulr.1	ULK3|25989
uc010uls.1	uc010uls.1	ULK3|25989
uc010ult.1	uc010ult.1	ULK3|25989
uc010ulu.1	uc010ulu.1	ULK3|25989
uc003cku.3	uc003cku.3	ULK4|54986
uc003ckv.3	uc003ckv.3	ULK4|54986
uc003ckw.2	uc003ckw.2	ULK4|54986
uc003ckx.1	uc003ckx.1	ULK4|54986
uc002zad.1	uc002zad.1	UMODL1|89766
uc002zae.1	uc002zae.1	UMODL1|89766
uc002zaf.1	uc002zaf.1	UMODL1|89766
uc002zag.1	uc002zag.1	UMODL1|89766
uc002zai.1	uc002zai.1	UMODL1|89766
uc002zaj.1	uc002zaj.1	UMODL1|89766
uc002zal.1	uc002zal.1	UMODL1|89766
uc010gow.1	uc010gow.1	UMODL1|89766
uc010gox.1	uc010gox.1	UMODL1|89766
uc010goy.1	uc010goy.1	UMODL1|89766
uc010goz.1	uc010goz.1	UMODL1|89766
uc010gpa.1	uc010gpa.1	UMODL1|89766
uc002dgz.2	uc002dgz.2	UMOD|7369
uc002dha.2	uc002dha.2	UMOD|7369
uc002dhb.2	uc002dhb.2	UMOD|7369
uc003ehl.3	uc003ehl.3	UMPS|7372
uc003ehm.3	uc003ehm.3	UMPS|7372
uc003ehn.3	uc003ehn.3	UMPS|7372
uc011bka.1	uc011bka.1	UMPS|7372
uc011bkb.1	uc011bkb.1	UMPS|7372
uc011bkc.1	uc011bkc.1	UMPS|7372
uc011bkd.1	uc011bkd.1	UMPS|7372
uc001tyz.2	uc001tyz.2	UNC119B|84747
uc002hbk.2	uc002hbk.2	UNC119|9094
uc002hbl.1	uc002hbl.1	UNC119|9094
uc002hbm.2	uc002hbm.2	UNC119|9094
uc002nhd.2	uc002nhd.2	UNC13A|23025
uc003zwq.2	uc003zwq.2	UNC13B|10497
uc003zwr.2	uc003zwr.2	UNC13B|10497
uc010mkl.1	uc010mkl.1	UNC13B|10497
uc010mkm.1	uc010mkm.1	UNC13B|10497
uc002ack.2	uc002ack.2	UNC13C|440279
uc002acl.2	uc002acl.2	UNC13C|440279
uc002acm.2	uc002acm.2	UNC13C|440279
uc002jpp.2	uc002jpp.2	UNC13D|201294
uc002jpq.1	uc002jpq.1	UNC13D|201294
uc010dgq.1	uc010dgq.1	UNC13D|201294
uc010wsk.1	uc010wsk.1	UNC13D|201294
uc002bqd.2	uc002bqd.2	UNC45A|55898
uc002bqg.2	uc002bqg.2	UNC45A|55898
uc002bqi.2	uc002bqi.2	UNC45A|55898
uc010uqo.1	uc010uqo.1	UNC45A|55898
uc010uqp.1	uc010uqp.1	UNC45A|55898
uc010uqq.1	uc010uqq.1	UNC45A|55898
uc010uqr.1	uc010uqr.1	UNC45A|55898
uc002hja.2	uc002hja.2	UNC45B|146862
uc002hjb.2	uc002hjb.2	UNC45B|146862
uc002hjc.2	uc002hjc.2	UNC45B|146862
uc010cto.2	uc010cto.2	UNC45B|146862
uc002szb.2	uc002szb.2	UNC50|25972
uc002szc.3	uc002szc.3	UNC50|25972
uc010yvl.1	uc010yvl.1	UNC50|25972
uc003mex.1	uc003mex.1	UNC5A|90249
uc003mey.2	uc003mey.2	UNC5A|90249
uc010jkg.1	uc010jkg.1	UNC5A|90249
uc001jro.2	uc001jro.2	UNC5B|219699
uc001jrp.2	uc001jrp.2	UNC5B|219699
uc001jrq.1	uc001jrq.1	UNC5B|219699
