Isoform	hg19.kgXref.kgID	Gen
uc009vpz.2	uc009vpz.2	EIF4G3|8672
uc010odi.1	uc010odi.1	EIF4G3|8672
uc010odj.1	uc010odj.1	EIF4G3|8672
uc010odk.1	uc010odk.1	EIF4G3|8672
uc003uad.1	uc003uad.1	EIF4H|7458
uc003uae.1	uc003uae.1	EIF4H|7458
uc003uaf.1	uc003uaf.1	EIF4H|7458
uc010lbm.2	uc010lbm.2	EIF4H|7458
uc011kfg.1	uc011kfg.1	EIF4H|7458
uc003fhd.2	uc003fhd.2	EIF5A2|56648
uc009xrx.2	uc009xrx.2	EIF5AL1|143244
uc002gfr.2	uc002gfr.2	EIF5A|1984
uc002gft.2	uc002gft.2	EIF5A|1984
uc002gfu.2	uc002gfu.2	EIF5A|1984
uc010vtu.1	uc010vtu.1	EIF5A|1984
uc010vtv.1	uc010vtv.1	EIF5A|1984
uc002tab.2	uc002tab.2	EIF5B|9669
uc010yvq.1	uc010yvq.1	EIF5B|9669
uc001ymq.2	uc001ymq.2	EIF5|1983
uc001ymr.2	uc001ymr.2	EIF5|1983
uc001yms.2	uc001yms.2	EIF5|1983
uc001ymt.2	uc001ymt.2	EIF5|1983
uc001ymu.2	uc001ymu.2	EIF5|1983
uc002xbv.1	uc002xbv.1	EIF6|3692
uc002xbx.1	uc002xbx.1	EIF6|3692
uc002xby.1	uc002xby.1	EIF6|3692
uc002xbz.1	uc002xbz.1	EIF6|3692
uc002lez.2	uc002lez.2	ELAC1|55520
uc010dpe.2	uc010dpe.2	ELAC1|55520
uc002gnu.3	uc002gnu.3	ELAC2|60528
uc002gnv.3	uc002gnv.3	ELAC2|60528
uc002gnw.3	uc002gnw.3	ELAC2|60528
uc002gnx.3	uc002gnx.3	ELAC2|60528
uc002gnz.3	uc002gnz.3	ELAC2|60528
uc010vvo.1	uc010vvo.1	ELAC2|60528
uc010vvp.1	uc010vvp.1	ELAC2|60528
uc010vvq.1	uc010vvq.1	ELAC2|60528
uc010vvr.1	uc010vvr.1	ELAC2|60528
uc002lqb.2	uc002lqb.2	ELANE|1991
uc002mjb.2	uc002mjb.2	ELAVL1|1994
uc003zps.2	uc003zps.2	ELAVL2|1993
uc003zpt.2	uc003zpt.2	ELAVL2|1993
uc003zpu.2	uc003zpu.2	ELAVL2|1993
uc003zpv.2	uc003zpv.2	ELAVL2|1993
uc003zpw.2	uc003zpw.2	ELAVL2|1993
uc002mrx.1	uc002mrx.1	ELAVL3|1995
uc002mry.1	uc002mry.1	ELAVL3|1995
uc001cry.3	uc001cry.3	ELAVL4|1996
uc001crz.3	uc001crz.3	ELAVL4|1996
uc001csa.3	uc001csa.3	ELAVL4|1996
uc001csb.2	uc001csb.2	ELAVL4|1996
uc001csc.3	uc001csc.3	ELAVL4|1996
uc009vyu.2	uc009vyu.2	ELAVL4|1996
uc010omz.1	uc010omz.1	ELAVL4|1996
uc001uxs.2	uc001uxs.2	ELF1|1997
uc010acd.2	uc010acd.2	ELF1|1997
uc010tfc.1	uc010tfc.1	ELF1|1997
uc003ihm.1	uc003ihm.1	ELF2|1998
uc003ihn.1	uc003ihn.1	ELF2|1998
uc003iho.1	uc003iho.1	ELF2|1998
uc003ihp.1	uc003ihp.1	ELF2|1998
uc003ihq.2	uc003ihq.2	ELF2|1998
uc010ioh.2	uc010ioh.2	ELF2|1998
uc011chc.1	uc011chc.1	ELF2|1998
uc001gxg.3	uc001gxg.3	ELF3|1999
uc001gxh.3	uc001gxh.3	ELF3|1999
uc001gxi.3	uc001gxi.3	ELF3|1999
uc004evd.3	uc004evd.3	ELF4|2000
uc004eve.3	uc004eve.3	ELF4|2000
uc001mvo.1	uc001mvo.1	ELF5|2001
uc001mvp.1	uc001mvp.1	ELF5|2001
uc001mvq.1	uc001mvq.1	ELF5|2001
uc009ykd.1	uc009ykd.1	ELF5|2001
uc010ksg.2	uc010ksg.2	ELFN1|392617
uc003asq.3	uc003asq.3	ELFN2|114794
uc011anh.1	uc011anh.1	ELFN2|114794
uc004dik.3	uc004dik.3	ELK1|2002
uc004dil.3	uc004dil.3	ELK1|2002
uc010nhv.2	uc010nhv.2	ELK1|2002
uc010nhw.2	uc010nhw.2	ELK1|2002
uc001teo.1	uc001teo.1	ELK3|2004
uc001hcy.1	uc001hcy.1	ELK4|2005
uc001hcz.2	uc001hcz.2	ELK4|2005
uc010prq.1	uc010prq.1	ELK4|2005
uc003klr.3	uc003klr.3	ELL2|22936
uc001zsv.1	uc001zsv.1	ELL3|80237
uc001zsw.1	uc001zsw.1	ELL3|80237
uc001zsx.1	uc001zsx.1	ELL3|80237
uc002njg.2	uc002njg.2	ELL|8178
uc002njh.2	uc002njh.2	ELL|8178
uc010ebq.2	uc010ebq.2	ELL|8178
uc003tfi.1	uc003tfi.1	ELMO1|9844
uc003tfj.1	uc003tfj.1	ELMO1|9844
uc003tfk.1	uc003tfk.1	ELMO1|9844
uc010kxg.1	uc010kxg.1	ELMO1|9844
uc011kbb.1	uc011kbb.1	ELMO1|9844
uc011kbc.1	uc011kbc.1	ELMO1|9844
uc002xrs.1	uc002xrs.1	ELMO2|63916
uc002xrt.1	uc002xrt.1	ELMO2|63916
uc002xru.1	uc002xru.1	ELMO2|63916
uc002xrv.1	uc002xrv.1	ELMO2|63916
uc002xrw.2	uc002xrw.2	ELMO2|63916
uc002xrx.1	uc002xrx.1	ELMO2|63916
uc010zxq.1	uc010zxq.1	ELMO2|63916
uc010zxr.1	uc010zxr.1	ELMO2|63916
uc010zxs.1	uc010zxs.1	ELMO2|63916
uc002esa.2	uc002esa.2	ELMO3|79767
uc002esb.2	uc002esb.2	ELMO3|79767
uc002esc.2	uc002esc.2	ELMO3|79767
uc001pjm.2	uc001pjm.2	ELMOD1|55531
uc010rvs.1	uc010rvs.1	ELMOD1|55531
uc010rvt.1	uc010rvt.1	ELMOD1|55531
uc003iik.2	uc003iik.2	ELMOD2|255520
uc002spf.3	uc002spf.3	ELMOD3|84173
uc002spg.3	uc002spg.3	ELMOD3|84173
uc002sph.3	uc002sph.3	ELMOD3|84173
uc010fgg.2	uc010fgg.2	ELMOD3|84173
uc010ysn.1	uc010ysn.1	ELMOD3|84173
uc010yso.1	uc010yso.1	ELMOD3|84173
uc010ysp.1	uc010ysp.1	ELMOD3|84173
uc003tzm.1	uc003tzm.1	ELN|2006
uc003tzn.2	uc003tzn.2	ELN|2006
uc003tzo.2	uc003tzo.2	ELN|2006
uc003tzp.2	uc003tzp.2	ELN|2006
uc003tzq.2	uc003tzq.2	ELN|2006
uc003tzr.2	uc003tzr.2	ELN|2006
uc003tzs.2	uc003tzs.2	ELN|2006
uc003tzt.2	uc003tzt.2	ELN|2006
uc003tzu.2	uc003tzu.2	ELN|2006
uc003tzv.2	uc003tzv.2	ELN|2006
uc003tzw.2	uc003tzw.2	ELN|2006
uc003tzx.2	uc003tzx.2	ELN|2006
uc003tzy.2	uc003tzy.2	ELN|2006
uc003tzz.2	uc003tzz.2	ELN|2006
uc011kfe.1	uc011kfe.1	ELN|2006
uc011kff.1	uc011kff.1	ELN|2006
uc002msd.1	uc002msd.1	ELOF1|84337
uc002mse.1	uc002mse.1	ELOF1|84337
uc001ciz.2	uc001ciz.2	ELOVL1|64834
uc001cja.2	uc001cja.2	ELOVL1|64834
uc001cjb.2	uc001cjb.2	ELOVL1|64834
uc001cjc.2	uc001cjc.2	ELOVL1|64834
uc010okh.1	uc010okh.1	ELOVL1|64834
uc003mzp.3	uc003mzp.3	ELOVL2|54898
uc001kut.2	uc001kut.2	ELOVL3|83401
uc003pja.3	uc003pja.3	ELOVL4|6785
uc011dyt.1	uc011dyt.1	ELOVL4|6785
uc003pbq.1	uc003pbq.1	ELOVL5|60481
uc003pbr.1	uc003pbr.1	ELOVL5|60481
uc003pbs.1	uc003pbs.1	ELOVL5|60481
uc003pbt.3	uc003pbt.3	ELOVL5|60481
uc003pbu.2	uc003pbu.2	ELOVL5|60481
uc011dwx.1	uc011dwx.1	ELOVL5|60481
uc011dwy.1	uc011dwy.1	ELOVL5|60481
uc003hzz.2	uc003hzz.2	ELOVL6|79071
uc003iaa.2	uc003iaa.2	ELOVL6|79071
uc003jsi.3	uc003jsi.3	ELOVL7|79993
uc003jsj.3	uc003jsj.3	ELOVL7|79993
uc010iwk.2	uc010iwk.2	ELOVL7|79993
uc011cqo.1	uc011cqo.1	ELOVL7|79993
uc010vqb.1	uc010vqb.1	ELP2P|100131454
uc002kzk.1	uc002kzk.1	ELP2|55250
uc002kzl.1	uc002kzl.1	ELP2|55250
uc002kzm.1	uc002kzm.1	ELP2|55250
uc002kzn.1	uc002kzn.1	ELP2|55250
uc002kzo.1	uc002kzo.1	ELP2|55250
uc010xcg.1	uc010xcg.1	ELP2|55250
uc010xch.1	uc010xch.1	ELP2|55250
uc003xgn.3	uc003xgn.3	ELP3|55140
uc003xgo.3	uc003xgo.3	ELP3|55140
uc011laq.1	uc011laq.1	ELP3|55140
uc011lar.1	uc011lar.1	ELP3|55140
uc011las.1	uc011las.1	ELP3|55140
uc011lat.1	uc011lat.1	ELP3|55140
uc001mta.1	uc001mta.1	ELP4|26610
uc001mtb.2	uc001mtb.2	ELP4|26610
uc001mtc.2	uc001mtc.2	ELP4|26610
uc010rdz.1	uc010rdz.1	ELP4|26610
uc002pht.2	uc002pht.2	ELSPBP1|64100
uc001diq.3	uc001diq.3	ELTD1|64123
uc003jol.2	uc003jol.2	EMB|133418
uc003jom.2	uc003jom.2	EMB|133418
uc010ivq.2	uc010ivq.2	EMB|133418
uc010ivr.2	uc010ivr.2	EMB|133418
uc011cpy.1	uc011cpy.1	EMB|133418
uc003hvr.2	uc003hvr.2	EMCN|51705
uc011cel.1	uc011cel.1	EMCN|51705
uc011cem.1	uc011cem.1	EMCN|51705
uc004fkl.2	uc004fkl.2	EMD|2010
uc002iqs.1	uc002iqs.1	EME1|146956
uc010dbp.1	uc010dbp.1	EME1|146956
uc010dbq.1	uc010dbq.1	EME1|146956
uc002cmq.1	uc002cmq.1	EME2|197342
uc010brw.1	uc010brw.1	EME2|197342
uc001qsh.3	uc001qsh.3	EMG1|10436
uc009zfo.2	uc009zfo.2	EMG1|10436
uc010sfv.1	uc010sfv.1	EMG1|10436
uc003aem.2	uc003aem.2	EMID1|129080
uc003aen.2	uc003aen.2	EMID1|129080
uc003aeo.2	uc003aeo.2	EMID1|129080
uc003aep.2	uc003aep.2	EMID1|129080
uc003uyo.1	uc003uyo.1	EMID2|136227
uc010lhy.1	uc010lhy.1	EMID2|136227
uc002rii.3	uc002rii.3	EMILIN1|11117
uc002rik.3	uc002rik.3	EMILIN1|11117
uc010eyq.1	uc010eyq.1	EMILIN1|11117
uc002kln.2	uc002kln.2	EMILIN2|84034
uc002xjy.1	uc002xjy.1	EMILIN3|90187
uc001ygq.2	uc001ygq.2	EML1|2009
uc001ygr.2	uc001ygr.2	EML1|2009
uc001ygs.2	uc001ygs.2	EML1|2009
uc010avt.1	uc010avt.1	EML1|2009
uc010tww.1	uc010tww.1	EML1|2009
uc002pcn.2	uc002pcn.2	EML2|24139
uc002pco.2	uc002pco.2	EML2|24139
uc002pcp.2	uc002pcp.2	EML2|24139
uc010ekj.2	uc010ekj.2	EML2|24139
uc010ekk.1	uc010ekk.1	EML2|24139
uc010xxl.1	uc010xxl.1	EML2|24139
uc010xxm.1	uc010xxm.1	EML2|24139
uc010xxn.1	uc010xxn.1	EML2|24139
uc010xxo.1	uc010xxo.1	EML2|24139
uc001ntr.1	uc001ntr.1	EML3|256364
uc001nts.1	uc001nts.1	EML3|256364
uc001ntt.1	uc001ntt.1	EML3|256364
uc001ntu.1	uc001ntu.1	EML3|256364
uc009yny.1	uc009yny.1	EML3|256364
uc010rly.1	uc010rly.1	EML3|256364
uc002rsh.3	uc002rsh.3	EML4|27436
uc002rsi.2	uc002rsi.2	EML4|27436
uc002rsj.2	uc002rsj.2	EML4|27436
uc010fap.2	uc010fap.2	EML4|27436
uc010faq.2	uc010faq.2	EML4|27436
uc010ynv.1	uc010ynv.1	EML4|27436
uc001xxd.2	uc001xxd.2	EML5|161436
uc001xxe.2	uc001xxe.2	EML5|161436
uc001xxf.2	uc001xxf.2	EML5|161436
uc001xxg.2	uc001xxg.2	EML5|161436
uc001xxh.1	uc001xxh.1	EML5|161436
uc002rya.2	uc002rya.2	EML6|400954
uc002ryb.3	uc002ryb.3	EML6|400954
uc001rbr.2	uc001rbr.2	EMP1|2012
uc009zhy.2	uc009zhy.2	EMP1|2012
uc010shr.1	uc010shr.1	EMP1|2012
uc002czx.2	uc002czx.2	EMP2|2013
uc002piv.2	uc002piv.2	EMP3|2014
uc002mfw.2	uc002mfw.2	EMR1|2015
uc010dvb.2	uc010dvb.2	EMR1|2015
uc010dvc.2	uc010dvc.2	EMR1|2015
uc010xji.1	uc010xji.1	EMR1|2015
uc010xjj.1	uc010xjj.1	EMR1|2015
uc002mzo.1	uc002mzo.1	EMR2|30817
uc002mzp.1	uc002mzp.1	EMR2|30817
uc002mzq.1	uc002mzq.1	EMR2|30817
uc002mzr.1	uc002mzr.1	EMR2|30817
uc002mzs.1	uc002mzs.1	EMR2|30817
uc002mzt.1	uc002mzt.1	EMR2|30817
uc002mzu.1	uc002mzu.1	EMR2|30817
uc010dzs.1	uc010dzs.1	EMR2|30817
uc010xnw.1	uc010xnw.1	EMR2|30817
uc010xnx.1	uc010xnx.1	EMR2|30817
uc010xny.1	uc010xny.1	EMR2|30817
uc002mzi.3	uc002mzi.3	EMR3|84658
uc010dzp.2	uc010dzp.2	EMR3|84658
uc010xnv.1	uc010xnv.1	EMR3|84658
uc010dve.1	uc010dve.1	EMR4P|326342
uc010xjk.1	uc010xjk.1	EMR4P|326342
uc002sim.1	uc002sim.1	EMX1|2016
uc002sin.1	uc002sin.1	EMX1|2016
uc001ldf.2	uc001ldf.2	EMX2OS|196047
uc001ldg.2	uc001ldg.2	EMX2OS|196047
uc001ldh.3	uc001ldh.3	EMX2|2018
uc001ldi.3	uc001ldi.3	EMX2|2018
uc002tlm.2	uc002tlm.2	EN1|2019
uc003wmb.2	uc003wmb.2	EN2|2020
uc001hpb.1	uc001hpb.1	ENAH|55740
uc001hpc.1	uc001hpc.1	ENAH|55740
uc001hpd.1	uc001hpd.1	ENAH|55740
uc011caw.1	uc011caw.1	ENAM|10117
uc003kdc.3	uc003kdc.3	ENC1|8507
uc011css.1	uc011css.1	ENC1|8507
uc001pfh.2	uc001pfh.2	ENDOD1|23052
uc004bwc.2	uc004bwc.2	ENDOG|2021
uc001rpt.1	uc001rpt.1	ENDOU|8909
uc001rpu.1	uc001rpu.1	ENDOU|8909
uc010sll.1	uc010sll.1	ENDOU|8909
uc010slm.1	uc010slm.1	ENDOU|8909
uc002jwu.1	uc002jwu.1	ENGASE|64772
uc002jwv.2	uc002jwv.2	ENGASE|64772
uc002jww.2	uc002jww.2	ENGASE|64772
uc010wtz.1	uc010wtz.1	ENGASE|64772
uc004bsj.3	uc004bsj.3	ENG|2022
uc004bsk.3	uc004bsk.3	ENG|2022
uc011mam.1	uc011mam.1	ENG|2022
uc003zun.1	uc003zun.1	ENHO|375704
uc003zuo.2	uc003zuo.2	ENHO|375704
uc001isg.1	uc001isg.1	ENKUR|219670
uc001ish.1	uc001ish.1	ENKUR|219670
uc001api.1	uc001api.1	ENO1|2023
uc001apj.1	uc001apj.1	ENO1|2023
uc001apk.1	uc001apk.1	ENO1|2023
uc001apl.1	uc001apl.1	ENO1|2023
uc009vmi.1	uc009vmi.1	ENO1|2023
uc009vmj.1	uc009vmj.1	ENO1|2023
uc009vmk.1	uc009vmk.1	ENO1|2023
uc009vml.1	uc009vml.1	ENO1|2023
uc009vmm.1	uc009vmm.1	ENO1|2023
uc001qru.1	uc001qru.1	ENO2|2026
uc001qrv.1	uc001qrv.1	ENO2|2026
uc009zfi.1	uc009zfi.1	ENO2|2026
uc010sfq.1	uc010sfq.1	ENO2|2026
uc002gab.3	uc002gab.3	ENO3|2027
uc002gac.3	uc002gac.3	ENO3|2027
uc010vsr.1	uc010vsr.1	ENO3|2027
uc010vss.1	uc010vss.1	ENO3|2027
uc010vst.1	uc010vst.1	ENO3|2027
uc003hmv.2	uc003hmv.2	ENOPH1|58478
uc003hmw.2	uc003hmw.2	ENOPH1|58478
uc003hmx.2	uc003hmx.2	ENOPH1|58478
uc002kkt.3	uc002kkt.3	ENOSF1|55556
uc002kku.3	uc002kku.3	ENOSF1|55556
uc002kkv.3	uc002kkv.3	ENOSF1|55556
uc002kkw.3	uc002kkw.3	ENOSF1|55556
uc002kkx.3	uc002kkx.3	ENOSF1|55556
uc010dke.2	uc010dke.2	ENOSF1|55556
uc010dkf.2	uc010dkf.2	ENOSF1|55556
uc010wyt.1	uc010wyt.1	ENOSF1|55556
uc001uyz.3	uc001uyz.3	ENOX1|55068
uc001uza.3	uc001uza.3	ENOX1|55068
uc001uzb.3	uc001uzb.3	ENOX1|55068
uc001uzc.3	uc001uzc.3	ENOX1|55068
uc010tfm.1	uc010tfm.1	ENOX1|55068
uc004evv.2	uc004evv.2	ENOX2|10495
uc004evw.2	uc004evw.2	ENOX2|10495
uc004evx.2	uc004evx.2	ENOX2|10495
uc004evy.2	uc004evy.2	ENOX2|10495
uc003iab.3	uc003iab.3	ENPEP|2028
uc003qcy.2	uc003qcy.2	ENPP1|5167
uc011ecf.1	uc011ecf.1	ENPP1|5167
uc003yor.1	uc003yor.1	ENPP2|5168
uc003yos.1	uc003yos.1	ENPP2|5168
uc003yot.1	uc003yot.1	ENPP2|5168
uc010mdd.1	uc010mdd.1	ENPP2|5168
uc011lic.1	uc011lic.1	ENPP2|5168
uc003qcu.3	uc003qcu.3	ENPP3|5169
uc003qcv.2	uc003qcv.2	ENPP3|5169
uc010kfn.1	uc010kfn.1	ENPP3|5169
uc010kfo.1	uc010kfo.1	ENPP3|5169
uc010kfp.1	uc010kfp.1	ENPP3|5169
uc010kfq.2	uc010kfq.2	ENPP3|5169
uc011ecc.1	uc011ecc.1	ENPP3|5169
uc003oxy.2	uc003oxy.2	ENPP4|22875
uc003oxz.1	uc003oxz.1	ENPP5|59084
uc003oya.1	uc003oya.1	ENPP5|59084
uc010jzc.1	uc010jzc.1	ENPP5|59084
uc011dvz.1	uc011dvz.1	ENPP5|59084
uc003iwc.2	uc003iwc.2	ENPP6|133121
uc002jxa.2	uc002jxa.2	ENPP7|339221
uc001evb.2	uc001evb.2	ENSA|2029
uc001evc.2	uc001evc.2	ENSA|2029
uc001evd.2	uc001evd.2	ENSA|2029
uc001eve.2	uc001eve.2	ENSA|2029
uc001evf.2	uc001evf.2	ENSA|2029
uc001evg.2	uc001evg.2	ENSA|2029
uc001evh.2	uc001evh.2	ENSA|2029
uc001evi.2	uc001evi.2	ENSA|2029
uc009wly.2	uc009wly.2	ENSA|2029
uc009wlz.1	uc009wlz.1	ENSA|2029
uc003ayg.2	uc003ayg.2	ENTHD1|150350
uc001kle.1	uc001kle.1	ENTPD1|953
uc001klh.3	uc001klh.3	ENTPD1|953
uc001kli.3	uc001kli.3	ENTPD1|953
uc009xuz.2	uc009xuz.2	ENTPD1|953
uc009xva.2	uc009xva.2	ENTPD1|953
uc010qoj.1	uc010qoj.1	ENTPD1|953
uc010qok.1	uc010qok.1	ENTPD1|953
uc010qol.1	uc010qol.1	ENTPD1|953
uc010qom.1	uc010qom.1	ENTPD1|953
uc010qon.1	uc010qon.1	ENTPD1|953
uc004ckv.1	uc004ckv.1	ENTPD2|954
uc004ckw.1	uc004ckw.1	ENTPD2|954
uc004ckx.1	uc004ckx.1	ENTPD2|954
uc003ckd.3	uc003ckd.3	ENTPD3|956
uc010hhy.2	uc010hhy.2	ENTPD3|956
uc003xdl.2	uc003xdl.2	ENTPD4|9583
uc003xdm.2	uc003xdm.2	ENTPD4|9583
uc011kzu.1	uc011kzu.1	ENTPD4|9583
uc011kzv.1	uc011kzv.1	ENTPD4|9583
uc011kzw.1	uc011kzw.1	ENTPD4|9583
uc001xpi.2	uc001xpi.2	ENTPD5|957
uc010tuo.1	uc010tuo.1	ENTPD5|957
uc002wuj.2	uc002wuj.2	ENTPD6|955
uc002wuk.2	uc002wuk.2	ENTPD6|955
uc002wul.2	uc002wul.2	ENTPD6|955
uc002wum.2	uc002wum.2	ENTPD6|955
uc002wun.2	uc002wun.2	ENTPD6|955
uc002wuo.2	uc002wuo.2	ENTPD6|955
uc010gdj.1	uc010gdj.1	ENTPD6|955
uc010gdk.1	uc010gdk.1	ENTPD6|955
uc010gdl.1	uc010gdl.1	ENTPD6|955
uc010zsy.1	uc010zsy.1	ENTPD6|955
uc010zsz.1	uc010zsz.1	ENTPD6|955
uc010zta.1	uc010zta.1	ENTPD6|955
uc010ztb.1	uc010ztb.1	ENTPD6|955
uc010ztc.1	uc010ztc.1	ENTPD6|955
uc010ztd.1	uc010ztd.1	ENTPD6|955
uc001kqa.3	uc001kqa.3	ENTPD7|57089
uc009xwl.2	uc009xwl.2	ENTPD7|57089
uc004cmw.2	uc004cmw.2	ENTPD8|377841
uc004cmx.2	uc004cmx.2	ENTPD8|377841
uc004cmy.2	uc004cmy.2	ENTPD8|377841
uc003ync.2	uc003ync.2	ENY2|56943
uc003ynd.2	uc003ynd.2	ENY2|56943
uc003cdx.2	uc003cdx.2	EOMES|8320
uc003cdy.3	uc003cdy.3	EOMES|8320
uc010hfn.2	uc010hfn.2	EOMES|8320
uc011axc.1	uc011axc.1	EOMES|8320
uc003azl.3	uc003azl.3	EP300|2033
uc001ujr.2	uc001ujr.2	EP400NL|347918
uc001ujs.3	uc001ujs.3	EP400NL|347918
uc001ujt.2	uc001ujt.2	EP400NL|347918
uc001ujv.2	uc001ujv.2	EP400NL|347918
uc001ujw.1	uc001ujw.1	EP400NL|347918
uc001ujx.1	uc001ujx.1	EP400NL|347918
uc009zyq.2	uc009zyq.2	EP400NL|347918
uc001ujj.1	uc001ujj.1	EP400|57634
uc001ujk.2	uc001ujk.2	EP400|57634
uc001ujl.2	uc001ujl.2	EP400|57634
uc001ujm.2	uc001ujm.2	EP400|57634
uc001ujn.2	uc001ujn.2	EP400|57634
uc001ujp.2	uc001ujp.2	EP400|57634
uc010tbo.1	uc010tbo.1	EP400|57634
uc002ruv.2	uc002ruv.2	EPAS1|2034
uc002ruw.2	uc002ruw.2	EPAS1|2034
uc002xeu.2	uc002xeu.2	EPB41L1|2036
uc002xev.2	uc002xev.2	EPB41L1|2036
uc002xew.2	uc002xew.2	EPB41L1|2036
uc002xex.2	uc002xex.2	EPB41L1|2036
uc002xey.2	uc002xey.2	EPB41L1|2036
uc002xez.2	uc002xez.2	EPB41L1|2036
uc002xfb.2	uc002xfb.2	EPB41L1|2036
uc010gfq.2	uc010gfq.2	EPB41L1|2036
uc010zvo.1	uc010zvo.1	EPB41L1|2036
uc003qcd.1	uc003qcd.1	EPB41L2|2037
uc003qce.1	uc003qce.1	EPB41L2|2037
uc003qcf.1	uc003qcf.1	EPB41L2|2037
uc003qcg.1	uc003qcg.1	EPB41L2|2037
uc003qch.2	uc003qch.2	EPB41L2|2037
uc003qci.2	uc003qci.2	EPB41L2|2037
uc003qcj.1	uc003qcj.1	EPB41L2|2037
uc010kfk.2	uc010kfk.2	EPB41L2|2037
uc010kfl.1	uc010kfl.1	EPB41L2|2037
uc011eby.1	uc011eby.1	EPB41L2|2037
uc002kms.1	uc002kms.1	EPB41L3|23136
uc002kmt.1	uc002kmt.1	EPB41L3|23136
uc002kmu.1	uc002kmu.1	EPB41L3|23136
uc002kmv.1	uc002kmv.1	EPB41L3|23136
uc010dkq.1	uc010dkq.1	EPB41L3|23136
uc010dkr.2	uc010dkr.2	EPB41L3|23136
uc010dks.1	uc010dks.1	EPB41L3|23136
uc010wze.1	uc010wze.1	EPB41L3|23136
uc010wzf.1	uc010wzf.1	EPB41L3|23136
uc010wzg.1	uc010wzg.1	EPB41L3|23136
uc010wzh.1	uc010wzh.1	EPB41L3|23136
uc003kpp.1	uc003kpp.1	EPB41L4A|64097
uc003kpu.1	uc003kpu.1	EPB41L4A|64097
uc003kpv.1	uc003kpv.1	EPB41L4A|64097
uc003kpw.1	uc003kpw.1	EPB41L4A|64097
uc004bdz.1	uc004bdz.1	EPB41L4B|54566
uc004bea.2	uc004bea.2	EPB41L4B|54566
uc002tmg.2	uc002tmg.2	EPB41L5|57669
uc002tmh.3	uc002tmh.3	EPB41L5|57669
uc010flk.2	uc010flk.2	EPB41L5|57669
uc010fll.2	uc010fll.2	EPB41L5|57669
uc010flm.2	uc010flm.2	EPB41L5|57669
uc001brg.1	uc001brg.1	EPB41|2035
uc001brh.1	uc001brh.1	EPB41|2035
uc001bri.1	uc001bri.1	EPB41|2035
uc001brj.1	uc001brj.1	EPB41|2035
uc001brk.2	uc001brk.2	EPB41|2035
uc001brl.1	uc001brl.1	EPB41|2035
uc001brm.1	uc001brm.1	EPB41|2035
uc009vtk.1	uc009vtk.1	EPB41|2035
uc009vtl.1	uc009vtl.1	EPB41|2035
uc009vtm.1	uc009vtm.1	EPB41|2035
uc009vtn.1	uc009vtn.1	EPB41|2035
uc001zqz.3	uc001zqz.3	EPB42|2038
uc001zra.3	uc001zra.3	EPB42|2038
uc001zrb.3	uc001zrb.3	EPB42|2038
uc010bde.2	uc010bde.2	EPB42|2038
uc010udm.1	uc010udm.1	EPB42|2038
uc010ltl.2	uc010ltl.2	EPB49|2039
uc010ltn.2	uc010ltn.2	EPB49|2039
uc010ltq.2	uc010ltq.2	EPB49|2039
uc011kys.1	uc011kys.1	EPB49|2039
uc011kyt.1	uc011kyt.1	EPB49|2039
uc011kyu.1	uc011kyu.1	EPB49|2039
uc011kyv.1	uc011kyv.1	EPB49|2039
uc001iwg.1	uc001iwg.1	EPC1|80314
uc001iwh.1	uc001iwh.1	EPC1|80314
uc001iwi.3	uc001iwi.3	EPC1|80314
uc009xlt.2	uc009xlt.2	EPC1|80314
uc010zbt.1	uc010zbt.1	EPC2|26122
uc002rvw.2	uc002rvw.2	EPCAM|4072
uc002rvx.2	uc002rvx.2	EPCAM|4072
uc003tfp.2	uc003tfp.2	EPDR1|54749
uc003tfq.2	uc003tfq.2	EPDR1|54749
uc010kxh.2	uc010kxh.2	EPDR1|54749
uc003hhw.2	uc003hhw.2	EPGN|255324
uc003hhx.1	uc003hhx.1	EPGN|255324
uc003hhy.1	uc003hhy.1	EPGN|255324
uc003hhz.1	uc003hhz.1	EPGN|255324
uc003hia.1	uc003hia.1	EPGN|255324
uc003hib.1	uc003hib.1	EPGN|255324
uc003hic.1	uc003hic.1	EPGN|255324
uc010iin.1	uc010iin.1	EPGN|255324
uc001cbt.2	uc001cbt.2	EPHA10|284656
uc001cbu.2	uc001cbu.2	EPHA10|284656
uc001cbv.1	uc001cbv.1	EPHA10|284656
uc001cbw.3	uc001cbw.3	EPHA10|284656
uc009vvh.1	uc009vvh.1	EPHA10|284656
uc009vvi.2	uc009vvi.2	EPHA10|284656
uc003wcz.2	uc003wcz.2	EPHA1|2041
uc001aya.1	uc001aya.1	EPHA2|1969
uc010oca.1	uc010oca.1	EPHA2|1969
uc003dqx.1	uc003dqx.1	EPHA3|2042
uc003dqy.2	uc003dqy.2	EPHA3|2042
uc010hon.1	uc010hon.1	EPHA3|2042
uc002vmq.2	uc002vmq.2	EPHA4|2043
uc002vmr.2	uc002vmr.2	EPHA4|2043
uc010zlm.1	uc010zlm.1	EPHA4|2043
uc010zln.1	uc010zln.1	EPHA4|2043
uc003hcx.2	uc003hcx.2	EPHA5|2044
uc003hcy.2	uc003hcy.2	EPHA5|2044
uc003hcz.2	uc003hcz.2	EPHA5|2044
uc003hda.2	uc003hda.2	EPHA5|2044
uc011cah.1	uc011cah.1	EPHA5|2044
uc011cai.1	uc011cai.1	EPHA5|2044
